Stazione,Monte S. Quirico,,,,,,,,,,,,,,
Codice,TOS02004291,,,,,,,,,,,,,,
Comune,Lucca,,,,,,,,,,,,,,
Provincia,LU,,,,,,,,,,,,,,
GB [m],E,1621131,N,4857138,,,,,,,,,,,
WGS84 [°],Lat,43.857,Lon,10.507,,,,,,,,,,,
Quota [m],25,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
02/03/2020,294,208,V,,,,,,,,,,,,
03/03/2020,448,718,V,,,,,,,,,,,,
04/03/2020,222,825,V,,,,,,,,,,,,
05/03/2020,158,33,V,,,,,,,,,,,,
06/03/2020,272,712,V,,,,,,,,,,,,
07/03/2020,176,465,V,,,,,,,,,,,,
08/03/2020,128,256,V,,,,,,,,,,,,
09/03/2020,108,510,V,,,,,,,,,,,,
10/03/2020,90,341,V,,,,,,,,,,,,
11/03/2020,77,961,V,,,,,,,,,,,,
12/03/2020,70,266,V,,,,,,,,,,,,
13/03/2020,64,434,V,,,,,,,,,,,,
14/03/2020,58,97,V,,,,,,,,,,,,
15/03/2020,53,922,V,,,,,,,,,,,,
16/03/2020,49,107,V,,,,,,,,,,,,
17/03/2020,42,704,V,,,,,,,,,,,,
18/03/2020,39,539,V,,,,,,,,,,,,
19/03/2020,38,269,V,,,,,,,,,,,,
20/03/2020,36,298,V,,,,,,,,,,,,
21/03/2020,34,981,V,,,,,,,,,,,,
22/03/2020,34,413,V,,,,,,,,,,,,
23/03/2020,28,781,V,,,,,,,,,,,,
24/03/2020,27,67,V,,,,,,,,,,,,
25/03/2020,22,873,V,,,,,,,,,,,,
26/03/2020,23,657,V,,,,,,,,,,,,
27/03/2020,26,336,V,,,,,,,,,,,,
28/03/2020,25,449,V,,,,,,,,,,,,
29/03/2020,23,412,V,,,,,,,,,,,,
30/03/2020,22,210,V,,,,,,,,,,,,
31/03/2020,23,304,V,,,,,,,,,,,,
01/04/2020,21,131,V,,,,,,,,,,,,
02/04/2020,19,458,V,,,,,,,,,,,,
03/04/2020,19,656,V,,,,,,,,,,,,
04/04/2020,18,958,V,,,,,,,,,,,,
05/04/2020,16,182,V,,,,,,,,,,,,
06/04/2020,19,88,V,,,,,,,,,,,,
07/04/2020,18,29,V,,,,,,,,,,,,
08/04/2020,15,348,V,,,,,,,,,,,,
09/04/2020,14,595,V,,,,,,,,,,,,
10/04/2020,14,367,V,,,,,,,,,,,,
11/04/2020,12,880,V,,,,,,,,,,,,
12/04/2020,12,324,V,,,,,,,,,,,,
13/04/2020,12,840,V,,,,,,,,,,,,
14/04/2020,12,397,V,,,,,,,,,,,,
15/04/2020,11,918,V,,,,,,,,,,,,
16/04/2020,12,611,V,,,,,,,,,,,,
17/04/2020,12,659,V,,,,,,,,,,,,
18/04/2020,12,939,V,,,,,,,,,,,,
19/04/2020,12,451,V,,,,,,,,,,,,
20/04/2020,14,423,V,,,,,,,,,,,,
21/04/2020,13,406,V,,,,,,,,,,,,
22/04/2020,12,15,V,,,,,,,,,,,,
23/04/2020,12,75,V,,,,,,,,,,,,
24/04/2020,12,269,V,,,,,,,,,,,,
25/04/2020,12,5,V,,,,,,,,,,,,
26/04/2020,12,412,V,,,,,,,,,,,,
27/04/2020,12,208,V,,,,,,,,,,,,
28/04/2020,16,818,V,,,,,,,,,,,,
29/04/2020,25,953,V,,,,,,,,,,,,
30/04/2020,25,991,V,,,,,,,,,,,,
01/05/2020,18,11,V,,,,,,,,,,,,
02/05/2020,16,382,V,,,,,,,,,,,,
03/05/2020,12,865,V,,,,,,,,,,,,
04/05/2020,11,903,V,,,,,,,,,,,,
05/05/2020,12,674,V,,,,,,,,,,,,
06/05/2020,12,154,V,,,,,,,,,,,,
07/05/2020,11,444,V,,,,,,,,,,,,
08/05/2020,11,426,V,,,,,,,,,,,,
09/05/2020,11,817,V,,,,,,,,,,,,
10/05/2020,11,991,V,,,,,,,,,,,,
11/05/2020,17,827,V,,,,,,,,,,,,
12/05/2020,43,295,V,,,,,,,,,,,,
13/05/2020,33,414,V,,,,,,,,,,,,
14/05/2020,24,451,V,,,,,,,,,,,,
15/05/2020,25,795,V,,,,,,,,,,,,
16/05/2020,20,740,V,,,,,,,,,,,,
17/05/2020,26,24,V,,,,,,,,,,,,
18/05/2020,21,908,V,,,,,,,,,,,,
19/05/2020,24,119,V,,,,,,,,,,,,
20/05/2020,34,286,V,,,,,,,,,,,,
21/05/2020,26,364,V,,,,,,,,,,,,
22/05/2020,20,3,V,,,,,,,,,,,,
23/05/2020,18,418,V,,,,,,,,,,,,
24/05/2020,14,460,V,,,,,,,,,,,,
25/05/2020,13,858,V,,,,,,,,,,,,
26/05/2020,16,221,V,,,,,,,,,,,,
27/05/2020,15,55,V,,,,,,,,,,,,
28/05/2020,14,350,V,,,,,,,,,,,,
29/05/2020,16,414,V,,,,,,,,,,,,
30/05/2020,15,272,V,,,,,,,,,,,,
31/05/2020,11,897,V,,,,,,,,,,,,
01/06/2020,11,521,V,,,,,,,,,,,,
02/06/2020,11,492,V,,,,,,,,,,,,
03/06/2020,11,623,V,,,,,,,,,,,,
04/06/2020,47,762,V,,,,,,,,,,,,
05/06/2020,292,306,V,,,,,,,,,,,,
06/06/2020,108,784,V,,,,,,,,,,,,
07/06/2020,75,215,V,,,,,,,,,,,,
08/06/2020,94,228,V,,,,,,,,,,,,
09/06/2020,62,810,V,,,,,,,,,,,,
10/06/2020,64,494,V,,,,,,,,,,,,
11/06/2020,49,478,V,,,,,,,,,,,,
12/06/2020,36,365,V,,,,,,,,,,,,
13/06/2020,30,984,V,,,,,,,,,,,,
14/06/2020,52,282,V,,,,,,,,,,,,
15/06/2020,42,544,V,,,,,,,,,,,,
16/06/2020,44,724,V,,,,,,,,,,,,
17/06/2020,67,115,V,,,,,,,,,,,,
18/06/2020,48,861,V,,,,,,,,,,,,
19/06/2020,40,842,V,,,,,,,,,,,,
20/06/2020,36,16,V,,,,,,,,,,,,
21/06/2020,31,71,V,,,,,,,,,,,,
22/06/2020,29,483,V,,,,,,,,,,,,
23/06/2020,23,857,V,,,,,,,,,,,,
24/06/2020,20,589,V,,,,,,,,,,,,
25/06/2020,14,939,V,,,,,,,,,,,,
26/06/2020,13,739,V,,,,,,,,,,,,
27/06/2020,15,767,V,,,,,,,,,,,,
28/06/2020,17,602,V,,,,,,,,,,,,
29/06/2020,17,596,V,,,,,,,,,,,,
30/06/2020,15,286,V,,,,,,,,,,,,
01/07/2020,10,402,V,,,,,,,,,,,,
02/07/2020,10,962,V,,,,,,,,,,,,
03/07/2020,11,578,V,,,,,,,,,,,,
04/07/2020,11,295,V,,,,,,,,,,,,
05/07/2020,9,901,V,,,,,,,,,,,,
06/07/2020,10,243,V,,,,,,,,,,,,
07/07/2020,9,710,V,,,,,,,,,,,,
08/07/2020,9,173,V,,,,,,,,,,,,
09/07/2020,9,505,V,,,,,,,,,,,,
10/07/2020,9,382,V,,,,,,,,,,,,
11/07/2020,9,580,V,,,,,,,,,,,,
12/07/2020,9,329,V,,,,,,,,,,,,
13/07/2020,10,708,V,,,,,,,,,,,,
14/07/2020,10,168,V,,,,,,,,,,,,
15/07/2020,11,676,V,,,,,,,,,,,,
16/07/2020,9,592,V,,,,,,,,,,,,
17/07/2020,12,492,V,,,,,,,,,,,,
18/07/2020,9,311,V,,,,,,,,,,,,
19/07/2020,9,407,V,,,,,,,,,,,,
20/07/2020,8,799,V,,,,,,,,,,,,
21/07/2020,8,995,V,,,,,,,,,,,,
22/07/2020,9,102,V,,,,,,,,,,,,
23/07/2020,9,169,V,,,,,,,,,,,,
24/07/2020,14,262,V,,,,,,,,,,,,
25/07/2020,13,741,V,,,,,,,,,,,,
26/07/2020,9,208,V,,,,,,,,,,,,
27/07/2020,9,478,V,,,,,,,,,,,,
28/07/2020,9,323,V,,,,,,,,,,,,
29/07/2020,8,865,V,,,,,,,,,,,,
30/07/2020,8,692,V,,,,,,,,,,,,
31/07/2020,8,417,V,,,,,,,,,,,,
01/08/2020,9,47,V,,,,,,,,,,,,
02/08/2020,8,901,V,,,,,,,,,,,,
03/08/2020,11,834,V,,,,,,,,,,,,
04/08/2020,14,231,V,,,,,,,,,,,,
05/08/2020,9,244,V,,,,,,,,,,,,
06/08/2020,9,403,V,,,,,,,,,,,,
07/08/2020,8,525,V,,,,,,,,,,,,
08/08/2020,8,704,V,,,,,,,,,,,,
09/08/2020,7,873,V,,,,,,,,,,,,
10/08/2020,7,987,V,,,,,,,,,,,,
11/08/2020,7,823,V,,,,,,,,,,,,
12/08/2020,7,816,V,,,,,,,,,,,,
13/08/2020,7,752,V,,,,,,,,,,,,
14/08/2020,7,919,V,,,,,,,,,,,,
15/08/2020,8,250,V,,,,,,,,,,,,
16/08/2020,8,405,V,,,,,,,,,,,,
17/08/2020,8,330,V,,,,,,,,,,,,
18/08/2020,18,194,V,,,,,,,,,,,,
19/08/2020,9,296,V,,,,,,,,,,,,
20/08/2020,8,171,V,,,,,,,,,,,,
21/08/2020,7,727,V,,,,,,,,,,,,
22/08/2020,8,115,V,,,,,,,,,,,,
23/08/2020,7,741,V,,,,,,,,,,,,
24/08/2020,8,348,V,,,,,,,,,,,,
25/08/2020,8,410,V,,,,,,,,,,,,
26/08/2020,8,17,V,,,,,,,,,,,,
27/08/2020,8,306,V,,,,,,,,,,,,
28/08/2020,8,49,V,,,,,,,,,,,,
29/08/2020,10,973,V,,,,,,,,,,,,
30/08/2020,27,976,V,,,,,,,,,,,,
31/08/2020,17,324,V,,,,,,,,,,,,
01/09/2020,13,509,V,,,,,,,,,,,,
02/09/2020,9,218,V,,,,,,,,,,,,
03/09/2020,8,324,V,,,,,,,,,,,,
04/09/2020,8,182,V,,,,,,,,,,,,
05/09/2020,8,294,V,,,,,,,,,,,,
06/09/2020,7,697,V,,,,,,,,,,,,
07/09/2020,8,102,V,,,,,,,,,,,,
08/09/2020,7,694,V,,,,,,,,,,,,
09/09/2020,7,788,V,,,,,,,,,,,,
10/09/2020,7,801,V,,,,,,,,,,,,
11/09/2020,7,804,V,,,,,,,,,,,,
12/09/2020,7,977,V,,,,,,,,,,,,
13/09/2020,7,739,V,,,,,,,,,,,,
14/09/2020,7,704,V,,,,,,,,,,,,
15/09/2020,7,544,V,,,,,,,,,,,,
16/09/2020,6,802,V,,,,,,,,,,,,
17/09/2020,7,250,V,,,,,,,,,,,,
18/09/2020,7,52,V,,,,,,,,,,,,
19/09/2020,7,127,V,,,,,,,,,,,,
20/09/2020,8,270,V,,,,,,,,,,,,
21/09/2020,7,589,V,,,,,,,,,,,,
22/09/2020,8,260,V,,,,,,,,,,,,
23/09/2020,9,946,V,,,,,,,,,,,,
24/09/2020,11,657,V,,,,,,,,,,,,
25/09/2020,25,470,V,,,,,,,,,,,,
26/09/2020,16,426,V,,,,,,,,,,,,
27/09/2020,11,188,V,,,,,,,,,,,,
28/09/2020,9,411,V,,,,,,,,,,,,
29/09/2020,8,588,V,,,,,,,,,,,,
30/09/2020,10,250,V,,,,,,,,,,,,
01/10/2020,11,924,V,,,,,,,,,,,,
02/10/2020,16,296,V,,,,,,,,,,,,
03/10/2020,28,444,V,,,,,,,,,,,,
04/10/2020,47,646,V,,,,,,,,,,,,
05/10/2020,85,772,V,,,,,,,,,,,,
06/10/2020,50,580,V,,,,,,,,,,,,
07/10/2020,45,972,V,,,,,,,,,,,,
08/10/2020,36,160,V,,,,,,,,,,,,
09/10/2020,21,6,V,,,,,,,,,,,,
10/10/2020,16,45,V,,,,,,,,,,,,
11/10/2020,19,34,V,,,,,,,,,,,,
12/10/2020,19,15,V,,,,,,,,,,,,
13/10/2020,14,821,V,,,,,,,,,,,,
14/10/2020,30,476,V,,,,,,,,,,,,
15/10/2020,97,557,V,,,,,,,,,,,,
16/10/2020,54,662,V,,,,,,,,,,,,
17/10/2020,33,519,V,,,,,,,,,,,,
18/10/2020,27,989,V,,,,,,,,,,,,
19/10/2020,19,704,V,,,,,,,,,,,,
20/10/2020,15,7,V,,,,,,,,,,,,
21/10/2020,16,431,V,,,,,,,,,,,,
22/10/2020,14,47,V,,,,,,,,,,,,
23/10/2020,15,118,V,,,,,,,,,,,,
24/10/2020,21,834,V,,,,,,,,,,,,
25/10/2020,20,634,V,,,,,,,,,,,,
26/10/2020,18,584,V,,,,,,,,,,,,
27/10/2020,46,274,V,,,,,,,,,,,,
28/10/2020,37,392,V,,,,,,,,,,,,
29/10/2020,25,343,V,,,,,,,,,,,,
30/10/2020,21,338,V,,,,,,,,,,,,
31/10/2020,19,279,V,,,,,,,,,,,,
01/11/2020,17,972,V,,,,,,,,,,,,
02/11/2020,18,796,V,,,,,,,,,,,,
03/11/2020,17,768,V,,,,,,,,,,,,
04/11/2020,20,16,V,,,,,,,,,,,,
05/11/2020,17,612,V,,,,,,,,,,,,
06/11/2020,18,135,V,,,,,,,,,,,,
07/11/2020,18,607,V,,,,,,,,,,,,
08/11/2020,19,160,V,,,,,,,,,,,,
09/11/2020,17,374,V,,,,,,,,,,,,
10/11/2020,19,205,V,,,,,,,,,,,,
11/11/2020,18,923,V,,,,,,,,,,,,
12/11/2020,21,923,V,,,,,,,,,,,,
13/11/2020,19,674,V,,,,,,,,,,,,
14/11/2020,19,229,V,,,,,,,,,,,,
15/11/2020,17,8,V,,,,,,,,,,,,
16/11/2020,17,661,V,,,,,,,,,,,,
17/11/2020,17,350,V,,,,,,,,,,,,
18/11/2020,16,536,V,,,,,,,,,,,,
19/11/2020,17,752,V,,,,,,,,,,,,
20/11/2020,15,445,V,,,,,,,,,,,,
21/11/2020,16,685,V,,,,,,,,,,,,
22/11/2020,16,689,V,,,,,,,,,,,,
23/11/2020,16,379,V,,,,,,,,,,,,
24/11/2020,16,998,V,,,,,,,,,,,,
25/11/2020,15,288,V,,,,,,,,,,,,
26/11/2020,13,143,V,,,,,,,,,,,,
27/11/2020,13,384,V,,,,,,,,,,,,
28/11/2020,13,559,V,,,,,,,,,,,,
29/11/2020,12,952,V,,,,,,,,,,,,
30/11/2020,13,97,V,,,,,,,,,,,,
01/12/2020,13,987,V,,,,,,,,,,,,
02/12/2020,15,20,V,,,,,,,,,,,,
03/12/2020,15,893,V,,,,,,,,,,,,
04/12/2020,27,217,V,,,,,,,,,,,,
05/12/2020,455,95,V,,,,,,,,,,,,
06/12/2020,455,456,V,,,,,,,,,,,,
07/12/2020,215,956,V,,,,,,,,,,,,
08/12/2020,330,830,V,,,,,,,,,,,,
09/12/2020,299,44,V,,,,,,,,,,,,
10/12/2020,169,199,V,,,,,,,,,,,,
11/12/2020,142,356,V,,,,,,,,,,,,
12/12/2020,124,376,V,,,,,,,,,,,,
13/12/2020,103,39,V,,,,,,,,,,,,
14/12/2020,91,569,V,,,,,,,,,,,,
15/12/2020,82,398,V,,,,,,,,,,,,
16/12/2020,74,215,V,,,,,,,,,,,,
17/12/2020,72,432,V,,,,,,,,,,,,
18/12/2020,77,156,V,,,,,,,,,,,,
19/12/2020,72,365,V,,,,,,,,,,,,
20/12/2020,68,764,V,,,,,,,,,,,,
21/12/2020,64,833,V,,,,,,,,,,,,
22/12/2020,61,918,V,,,,,,,,,,,,
23/12/2020,62,307,V,,,,,,,,,,,,
24/12/2020,74,15,V,,,,,,,,,,,,
25/12/2020,102,338,V,,,,,,,,,,,,
26/12/2020,88,249,V,,,,,,,,,,,,
27/12/2020,74,32,V,,,,,,,,,,,,
28/12/2020,164,963,V,,,,,,,,,,,,
29/12/2020,180,904,V,,,,,,,,,,,,
30/12/2020,169,142,V,,,,,,,,,,,,
31/12/2020,132,785,V,,,,,,,,,,,,
01/01/2021,212,227,V,,,,,,,,,,,,
02/01/2021,296,15,V,,,,,,,,,,,,
03/01/2021,299,995,V,,,,,,,,,,,,
04/01/2021,205,23,V,,,,,,,,,,,,
05/01/2021,165,145,V,,,,,,,,,,,,
06/01/2021,162,654,V,,,,,,,,,,,,
07/01/2021,145,719,V,,,,,,,,,,,,
08/01/2021,127,110,V,,,,,,,,,,,,
09/01/2021,106,451,V,,,,,,,,,,,,
10/01/2021,87,310,V,,,,,,,,,,,,
11/01/2021,76,519,V,,,,,,,,,,,,
12/01/2021,67,655,V,,,,,,,,,,,,
13/01/2021,59,377,V,,,,,,,,,,,,
14/01/2021,58,462,V,,,,,,,,,,,,
15/01/2021,48,80,V,,,,,,,,,,,,
16/01/2021,53,885,V,,,,,,,,,,,,
17/01/2021,51,408,V,,,,,,,,,,,,
18/01/2021,50,653,V,,,,,,,,,,,,
19/01/2021,51,78,V,,,,,,,,,,,,
20/01/2021,67,411,V,,,,,,,,,,,,
21/01/2021,87,405,V,,,,,,,,,,,,
22/01/2021,212,879,V,,,,,,,,,,,,
23/01/2021,585,838,V,,,,,,,,,,,,
24/01/2021,317,411,V,,,,,,,,,,,,
25/01/2021,223,366,V,,,,,,,,,,,,
26/01/2021,168,52,V,,,,,,,,,,,,
27/01/2021,140,40,V,,,,,,,,,,,,
28/01/2021,123,0,V,,,,,,,,,,,,
29/01/2021,114,3,V,,,,,,,,,,,,
30/01/2021,103,542,V,,,,,,,,,,,,
31/01/2021,163,784,V,,,,,,,,,,,,
01/02/2021,141,238,V,,,,,,,,,,,,
02/02/2021,120,397,V,,,,,,,,,,,,
03/02/2021,109,204,V,,,,,,,,,,,,
04/02/2021,117,331,V,,,,,,,,,,,,
05/02/2021,114,36,V,,,,,,,,,,,,
06/02/2021,108,366,V,,,,,,,,,,,,
07/02/2021,110,573,V,,,,,,,,,,,,
08/02/2021,123,595,V,,,,,,,,,,,,
09/02/2021,179,770,V,,,,,,,,,,,,
10/02/2021,291,437,V,,,,,,,,,,,,
11/02/2021,237,377,V,,,,,,,,,,,,
12/02/2021,166,76,V,,,,,,,,,,,,
13/02/2021,141,794,V,,,,,,,,,,,,
14/02/2021,121,69,V,,,,,,,,,,,,
15/02/2021,106,585,V,,,,,,,,,,,,
16/02/2021,96,904,V,,,,,,,,,,,,
17/02/2021,92,76,V,,,,,,,,,,,,
18/02/2021,84,362,V,,,,,,,,,,,,
19/02/2021,72,831,V,,,,,,,,,,,,
20/02/2021,63,562,V,,,,,,,,,,,,
21/02/2021,61,887,V,,,,,,,,,,,,
22/02/2021,58,441,V,,,,,,,,,,,,
23/02/2021,55,802,V,,,,,,,,,,,,
24/02/2021,53,972,V,,,,,,,,,,,,
25/02/2021,55,844,V,,,,,,,,,,,,
26/02/2021,57,301,V,,,,,,,,,,,,
27/02/2021,53,368,V,,,,,,,,,,,,
28/02/2021,53,192,V,,,,,,,,,,,,
01/03/2021,49,634,V,,,,,,,,,,,,
02/03/2021,46,449,V,,,,,,,,,,,,
03/03/2021,43,806,V,,,,,,,,,,,,
04/03/2021,41,637,V,,,,,,,,,,,,
05/03/2021,40,646,V,,,,,,,,,,,,
06/03/2021,37,905,V,,,,,,,,,,,,
07/03/2021,33,330,V,,,,,,,,,,,,
08/03/2021,33,909,V,,,,,,,,,,,,
09/03/2021,30,966,V,,,,,,,,,,,,
10/03/2021,28,503,V,,,,,,,,,,,,
11/03/2021,31,60,V,,,,,,,,,,,,
12/03/2021,31,472,V,,,,,,,,,,,,
13/03/2021,28,281,V,,,,,,,,,,,,
14/03/2021,28,39,V,,,,,,,,,,,,
15/03/2021,32,308,V,,,,,,,,,,,,
16/03/2021,30,226,V,,,,,,,,,,,,
17/03/2021,27,410,V,,,,,,,,,,,,
18/03/2021,27,740,V,,,,,,,,,,,,
19/03/2021,,@,,,,,,,,,,,,,
20/03/2021,,@,,,,,,,,,,,,,
21/03/2021,20,1,V,,,,,,,,,,,,
22/03/2021,23,613,V,,,,,,,,,,,,
23/03/2021,21,695,V,,,,,,,,,,,,
24/03/2021,22,38,V,,,,,,,,,,,,
25/03/2021,21,624,V,,,,,,,,,,,,
26/03/2021,24,28,V,,,,,,,,,,,,
27/03/2021,22,33,V,,,,,,,,,,,,
28/03/2021,20,269,V,,,,,,,,,,,,
29/03/2021,24,751,V,,,,,,,,,,,,
30/03/2021,20,516,V,,,,,,,,,,,,
31/03/2021,23,634,V,,,,,,,,,,,,
01/04/2021,27,862,V,,,,,,,,,,,,
02/04/2021,30,452,V,,,,,,,,,,,,
03/04/2021,26,110,V,,,,,,,,,,,,
04/04/2021,22,668,V,,,,,,,,,,,,
05/04/2021,24,823,V,,,,,,,,,,,,
06/04/2021,26,842,V,,,,,,,,,,,,
07/04/2021,24,258,V,,,,,,,,,,,,
08/04/2021,25,69,V,,,,,,,,,,,,
09/04/2021,26,541,V,,,,,,,,,,,,
10/04/2021,29,482,V,,,,,,,,,,,,
11/04/2021,88,408,V,,,,,,,,,,,,
12/04/2021,350,377,V,,,,,,,,,,,,
13/04/2021,256,326,V,,,,,,,,,,,,
14/04/2021,131,203,V,,,,,,,,,,,,
15/04/2021,99,362,V,,,,,,,,,,,,
16/04/2021,84,328,V,,,,,,,,,,,,
17/04/2021,70,981,V,,,,,,,,,,,,
18/04/2021,57,757,V,,,,,,,,,,,,
19/04/2021,48,592,V,,,,,,,,,,,,
20/04/2021,47,278,V,,,,,,,,,,,,
21/04/2021,39,137,V,,,,,,,,,,,,
22/04/2021,36,938,V,,,,,,,,,,,,
23/04/2021,29,870,V,,,,,,,,,,,,
24/04/2021,30,7,V,,,,,,,,,,,,
25/04/2021,28,924,V,,,,,,,,,,,,
26/04/2021,35,193,V,,,,,,,,,,,,
27/04/2021,39,359,V,,,,,,,,,,,,
28/04/2021,36,119,V,,,,,,,,,,,,
29/04/2021,47,826,V,,,,,,,,,,,,
30/04/2021,77,443,V,,,,,,,,,,,,
01/05/2021,63,896,V,,,,,,,,,,,,
02/05/2021,108,936,V,,,,,,,,,,,,
03/05/2021,81,348,V,,,,,,,,,,,,
04/05/2021,74,670,V,,,,,,,,,,,,
05/05/2021,63,286,V,,,,,,,,,,,,
06/05/2021,51,540,V,,,,,,,,,,,,
07/05/2021,48,3,V,,,,,,,,,,,,
08/05/2021,46,772,V,,,,,,,,,,,,
09/05/2021,44,740,V,,,,,,,,,,,,
10/05/2021,40,206,V,,,,,,,,,,,,
11/05/2021,53,557,V,,,,,,,,,,,,
12/05/2021,116,178,V,,,,,,,,,,,,
13/05/2021,99,574,V,,,,,,,,,,,,
14/05/2021,94,164,V,,,,,,,,,,,,
15/05/2021,90,654,V,,,,,,,,,,,,
16/05/2021,101,655,V,,,,,,,,,,,,
17/05/2021,105,810,V,,,,,,,,,,,,
18/05/2021,94,392,V,,,,,,,,,,,,
19/05/2021,101,710,V,,,,,,,,,,,,
20/05/2021,97,202,V,,,,,,,,,,,,
21/05/2021,89,449,V,,,,,,,,,,,,
22/05/2021,84,102,V,,,,,,,,,,,,
23/05/2021,70,144,V,,,,,,,,,,,,
24/05/2021,76,358,V,,,,,,,,,,,,
25/05/2021,86,166,V,,,,,,,,,,,,
26/05/2021,67,314,V,,,,,,,,,,,,
27/05/2021,55,805,V,,,,,,,,,,,,
28/05/2021,39,479,V,,,,,,,,,,,,
29/05/2021,40,283,V,,,,,,,,,,,,
30/05/2021,33,849,V,,,,,,,,,,,,
31/05/2021,30,999,V,,,,,,,,,,,,
01/06/2021,32,486,V,,,,,,,,,,,,
02/06/2021,30,961,V,,,,,,,,,,,,
03/06/2021,33,176,V,,,,,,,,,,,,
04/06/2021,33,660,V,,,,,,,,,,,,
05/06/2021,32,285,V,,,,,,,,,,,,
06/06/2021,25,771,V,,,,,,,,,,,,
07/06/2021,28,206,V,,,,,,,,,,,,
08/06/2021,32,379,V,,,,,,,,,,,,
09/06/2021,23,545,V,,,,,,,,,,,,
10/06/2021,24,420,V,,,,,,,,,,,,
11/06/2021,24,427,V,,,,,,,,,,,,
12/06/2021,19,364,V,,,,,,,,,,,,
13/06/2021,20,194,V,,,,,,,,,,,,
14/06/2021,21,647,V,,,,,,,,,,,,
15/06/2021,22,468,V,,,,,,,,,,,,
16/06/2021,20,459,V,,,,,,,,,,,,
17/06/2021,17,876,V,,,,,,,,,,,,
18/06/2021,16,450,V,,,,,,,,,,,,
19/06/2021,15,636,V,,,,,,,,,,,,
20/06/2021,14,775,V,,,,,,,,,,,,
21/06/2021,14,317,V,,,,,,,,,,,,
22/06/2021,14,985,V,,,,,,,,,,,,
23/06/2021,14,700,V,,,,,,,,,,,,
24/06/2021,13,331,V,,,,,,,,,,,,
25/06/2021,13,955,V,,,,,,,,,,,,
26/06/2021,12,833,V,,,,,,,,,,,,
27/06/2021,12,708,V,,,,,,,,,,,,
28/06/2021,15,637,V,,,,,,,,,,,,
29/06/2021,13,687,V,,,,,,,,,,,,
30/06/2021,9,925,V,,,,,,,,,,,,
01/07/2021,10,65,V,,,,,,,,,,,,
02/07/2021,10,250,V,,,,,,,,,,,,
03/07/2021,10,336,V,,,,,,,,,,,,
04/07/2021,10,319,V,,,,,,,,,,,,
05/07/2021,10,918,V,,,,,,,,,,,,
06/07/2021,11,514,V,,,,,,,,,,,,
07/07/2021,11,864,V,,,,,,,,,,,,
08/07/2021,9,208,V,,,,,,,,,,,,
09/07/2021,7,228,V,,,,,,,,,,,,
10/07/2021,6,884,V,,,,,,,,,,,,
11/07/2021,6,538,V,,,,,,,,,,,,
12/07/2021,6,935,V,,,,,,,,,,,,
13/07/2021,10,349,V,,,,,,,,,,,,
14/07/2021,11,497,V,,,,,,,,,,,,
15/07/2021,8,467,V,,,,,,,,,,,,
16/07/2021,8,364,V,,,,,,,,,,,,
17/07/2021,9,262,V,,,,,,,,,,,,
18/07/2021,9,782,V,,,,,,,,,,,,
19/07/2021,14,504,V,,,,,,,,,,,,
20/07/2021,9,702,V,,,,,,,,,,,,
21/07/2021,9,296,V,,,,,,,,,,,,
22/07/2021,9,253,V,,,,,,,,,,,,
23/07/2021,9,119,V,,,,,,,,,,,,
24/07/2021,9,139,V,,,,,,,,,,,,
25/07/2021,8,937,V,,,,,,,,,,,,
26/07/2021,9,987,V,,,,,,,,,,,,
27/07/2021,10,856,V,,,,,,,,,,,,
28/07/2021,8,871,V,,,,,,,,,,,,
29/07/2021,8,550,V,,,,,,,,,,,,
30/07/2021,8,462,V,,,,,,,,,,,,
31/07/2021,9,25,V,,,,,,,,,,,,
01/08/2021,9,508,V,,,,,,,,,,,,
02/08/2021,8,887,V,,,,,,,,,,,,
03/08/2021,8,686,V,,,,,,,,,,,,
04/08/2021,8,553,V,,,,,,,,,,,,
05/08/2021,8,465,V,,,,,,,,,,,,
06/08/2021,8,460,V,,,,,,,,,,,,
07/08/2021,8,577,V,,,,,,,,,,,,
08/08/2021,8,379,V,,,,,,,,,,,,
09/08/2021,7,581,V,,,,,,,,,,,,
10/08/2021,7,394,V,,,,,,,,,,,,
11/08/2021,7,427,V,,,,,,,,,,,,
12/08/2021,7,439,V,,,,,,,,,,,,
13/08/2021,7,398,V,,,,,,,,,,,,
14/08/2021,7,199,V,,,,,,,,,,,,
15/08/2021,7,444,V,,,,,,,,,,,,
16/08/2021,6,910,V,,,,,,,,,,,,
17/08/2021,7,101,V,,,,,,,,,,,,
18/08/2021,7,143,V,,,,,,,,,,,,
19/08/2021,6,978,V,,,,,,,,,,,,
