Stazione,Pontedera,,,,,,,,,,,,,,
Codice,TOS01005181,,,,,,,,,,,,,,
Comune,Pontedera,,,,,,,,,,,,,,
Provincia,PI,,,,,,,,,,,,,,
GB [m],E,1631547,N,4836012,,,,,,,,,,,
WGS84 [°],Lat,43.665,Lon,10.631,,,,,,,,,,,
Quota [m],10,53,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
26/04/2012,103,841,V,,,,,,,,,,,,
27/04/2012,102,234,V,,,,,,,,,,,,
28/04/2012,84,136,V,,,,,,,,,,,,
29/04/2012,50,664,V,,,,,,,,,,,,
30/04/2012,40,141,V,,,,,,,,,,,,
01/05/2012,37,247,V,,,,,,,,,,,,
02/05/2012,42,451,V,,,,,,,,,,,,
03/05/2012,32,486,V,,,,,,,,,,,,
04/05/2012,37,220,V,,,,,,,,,,,,
05/05/2012,29,222,V,,,,,,,,,,,,
06/05/2012,39,74,V,,,,,,,,,,,,
07/05/2012,199,304,V,,,,,,,,,,,,
08/05/2012,206,449,V,,,,,,,,,,,,
09/05/2012,108,110,V,,,,,,,,,,,,
10/05/2012,65,275,V,,,,,,,,,,,,
11/05/2012,55,878,V,,,,,,,,,,,,
12/05/2012,50,546,V,,,,,,,,,,,,
13/05/2012,35,657,V,,,,,,,,,,,,
14/05/2012,37,315,V,,,,,,,,,,,,
15/05/2012,27,131,V,,,,,,,,,,,,
16/05/2012,21,807,V,,,,,,,,,,,,
17/05/2012,18,969,V,,,,,,,,,,,,
18/05/2012,17,101,V,,,,,,,,,,,,
19/05/2012,15,509,V,,,,,,,,,,,,
20/05/2012,16,425,V,,,,,,,,,,,,
21/05/2012,73,262,V,,,,,,,,,,,,
22/05/2012,138,555,V,,,,,,,,,,,,
23/05/2012,98,874,V,,,,,,,,,,,,
24/05/2012,60,789,V,,,,,,,,,,,,
25/05/2012,43,537,V,,,,,,,,,,,,
26/05/2012,33,604,V,,,,,,,,,,,,
27/05/2012,38,202,V,,,,,,,,,,,,
28/05/2012,23,962,V,,,,,,,,,,,,
29/05/2012,26,752,V,,,,,,,,,,,,
30/05/2012,18,753,V,,,,,,,,,,,,
31/05/2012,17,386,V,,,,,,,,,,,,
01/06/2012,15,823,V,,,,,,,,,,,,
02/06/2012,14,372,V,,,,,,,,,,,,
03/06/2012,15,727,V,,,,,,,,,,,,
04/06/2012,14,499,V,,,,,,,,,,,,
05/06/2012,22,45,V,,,,,,,,,,,,
06/06/2012,17,816,V,,,,,,,,,,,,
07/06/2012,14,416,V,,,,,,,,,,,,
08/06/2012,12,227,V,,,,,,,,,,,,
09/06/2012,12,97,V,,,,,,,,,,,,
10/06/2012,12,107,V,,,,,,,,,,,,
11/06/2012,18,187,V,,,,,,,,,,,,
12/06/2012,19,544,V,,,,,,,,,,,,
13/06/2012,19,157,V,,,,,,,,,,,,
14/06/2012,15,381,V,,,,,,,,,,,,
15/06/2012,12,300,V,,,,,,,,,,,,
16/06/2012,10,827,V,,,,,,,,,,,,
17/06/2012,10,881,V,,,,,,,,,,,,
18/06/2012,9,742,V,,,,,,,,,,,,
19/06/2012,9,636,V,,,,,,,,,,,,
20/06/2012,9,550,V,,,,,,,,,,,,
21/06/2012,8,936,V,,,,,,,,,,,,
22/06/2012,8,795,V,,,,,,,,,,,,
23/06/2012,8,523,V,,,,,,,,,,,,
24/06/2012,9,167,V,,,,,,,,,,,,
25/06/2012,9,531,V,,,,,,,,,,,,
26/06/2012,9,286,V,,,,,,,,,,,,
27/06/2012,9,235,V,,,,,,,,,,,,
28/06/2012,9,210,V,,,,,,,,,,,,
29/06/2012,9,218,V,,,,,,,,,,,,
30/06/2012,9,83,V,,,,,,,,,,,,
01/07/2012,9,23,V,,,,,,,,,,,,
02/07/2012,8,905,V,,,,,,,,,,,,
03/07/2012,9,32,V,,,,,,,,,,,,
04/07/2012,8,981,V,,,,,,,,,,,,
05/07/2012,9,49,V,,,,,,,,,,,,
06/07/2012,9,91,V,,,,,,,,,,,,
07/07/2012,9,40,V,,,,,,,,,,,,
08/07/2012,8,939,V,,,,,,,,,,,,
09/07/2012,8,913,V,,,,,,,,,,,,
10/07/2012,8,922,V,,,,,,,,,,,,
11/07/2012,8,879,V,,,,,,,,,,,,
12/07/2012,8,683,V,,,,,,,,,,,,
13/07/2012,8,656,V,,,,,,,,,,,,
14/07/2012,8,656,V,,,,,,,,,,,,
15/07/2012,8,706,V,,,,,,,,,,,,
16/07/2012,8,598,V,,,,,,,,,,,,
17/07/2012,8,532,V,,,,,,,,,,,,
18/07/2012,8,557,V,,,,,,,,,,,,
19/07/2012,8,573,V,,,,,,,,,,,,
20/07/2012,8,656,V,,,,,,,,,,,,
21/07/2012,8,656,V,,,,,,,,,,,,
22/07/2012,8,706,V,,,,,,,,,,,,
23/07/2012,8,698,V,,,,,,,,,,,,
24/07/2012,8,665,V,,,,,,,,,,,,
25/07/2012,8,590,V,,,,,,,,,,,,
26/07/2012,8,565,V,,,,,,,,,,,,
27/07/2012,8,548,V,,,,,,,,,,,,
28/07/2012,8,569,V,,,,,,,,,,,,
29/07/2012,8,454,V,,,,,,,,,,,,
30/07/2012,8,477,V,,,,,,,,,,,,
31/07/2012,8,354,V,,,,,,,,,,,,
01/08/2012,8,377,V,,,,,,,,,,,,
02/08/2012,8,385,V,,,,,,,,,,,,
03/08/2012,8,393,V,,,,,,,,,,,,
04/08/2012,8,377,V,,,,,,,,,,,,
05/08/2012,8,362,V,,,,,,,,,,,,
06/08/2012,8,431,V,,,,,,,,,,,,
07/08/2012,8,354,V,,,,,,,,,,,,
08/08/2012,8,239,V,,,,,,,,,,,,
09/08/2012,8,377,V,,,,,,,,,,,,
10/08/2012,8,354,V,,,,,,,,,,,,
11/08/2012,8,293,V,,,,,,,,,,,,
12/08/2012,8,194,V,,,,,,,,,,,,
13/08/2012,8,224,V,,,,,,,,,,,,
14/08/2012,8,68,V,,,,,,,,,,,,
15/08/2012,8,23,V,,,,,,,,,,,,
16/08/2012,8,37,V,,,,,,,,,,,,
17/08/2012,8,100,V,,,,,,,,,,,,
18/08/2012,8,44,V,,,,,,,,,,,,
19/08/2012,7,974,V,,,,,,,,,,,,
20/08/2012,7,953,V,,,,,,,,,,,,
21/08/2012,7,946,V,,,,,,,,,,,,
22/08/2012,7,974,V,,,,,,,,,,,,
23/08/2012,7,918,V,,,,,,,,,,,,
24/08/2012,7,890,V,,,,,,,,,,,,
25/08/2012,7,869,V,,,,,,,,,,,,
26/08/2012,7,698,V,,,,,,,,,,,,
27/08/2012,8,560,V,,,,,,,,,,,,
28/08/2012,8,236,V,,,,,,,,,,,,
29/08/2012,7,862,V,,,,,,,,,,,,
30/08/2012,7,672,V,,,,,,,,,,,,
31/08/2012,8,158,V,,,,,,,,,,,,
01/09/2012,16,636,V,,,,,,,,,,,,
02/09/2012,9,977,V,,,,,,,,,,,,
03/09/2012,9,515,V,,,,,,,,,,,,
04/09/2012,15,600,V,,,,,,,,,,,,
05/09/2012,8,614,V,,,,,,,,,,,,
06/09/2012,7,726,V,,,,,,,,,,,,
07/09/2012,8,31,V,,,,,,,,,,,,
08/09/2012,8,160,V,,,,,,,,,,,,
09/09/2012,8,16,V,,,,,,,,,,,,
10/09/2012,8,2,V,,,,,,,,,,,,
11/09/2012,8,113,V,,,,,,,,,,,,
12/09/2012,8,477,V,,,,,,,,,,,,
13/09/2012,8,370,V,,,,,,,,,,,,
14/09/2012,8,645,V,,,,,,,,,,,,
15/09/2012,8,623,V,,,,,,,,,,,,
16/09/2012,8,757,V,,,,,,,,,,,,
17/09/2012,8,650,V,,,,,,,,,,,,
18/09/2012,8,884,V,,,,,,,,,,,,
19/09/2012,9,487,V,,,,,,,,,,,,
20/09/2012,22,52,V,,,,,,,,,,,,
21/09/2012,10,773,V,,,,,,,,,,,,
22/09/2012,9,825,V,,,,,,,,,,,,
23/09/2012,10,132,V,,,,,,,,,,,,
24/09/2012,10,53,V,,,,,,,,,,,,
25/09/2012,10,160,V,,,,,,,,,,,,
26/09/2012,10,257,V,,,,,,,,,,,,
27/09/2012,10,464,V,,,,,,,,,,,,
28/09/2012,10,657,V,,,,,,,,,,,,
29/09/2012,10,928,V,,,,,,,,,,,,
30/09/2012,11,718,V,,,,,,,,,,,,
01/10/2012,90,824,V,,,,,,,,,,,,
02/10/2012,39,838,V,,,,,,,,,,,,
03/10/2012,13,329,V,,,,,,,,,,,,
04/10/2012,11,139,V,,,,,,,,,,,,
05/10/2012,11,210,V,,,,,,,,,,,,
06/10/2012,10,961,V,,,,,,,,,,,,
07/10/2012,10,967,V,,,,,,,,,,,,
08/10/2012,10,854,V,,,,,,,,,,,,
09/10/2012,56,531,V,,,,,,,,,,,,
10/10/2012,55,148,V,,,,,,,,,,,,
11/10/2012,14,350,V,,,,,,,,,,,,
12/10/2012,13,92,V,,,,,,,,,,,,
13/10/2012,12,2,V,,,,,,,,,,,,
14/10/2012,13,550,V,,,,,,,,,,,,
15/10/2012,12,169,V,,,,,,,,,,,,
16/10/2012,82,228,V,,,,,,,,,,,,
17/10/2012,45,715,V,,,,,,,,,,,,
18/10/2012,17,570,V,,,,,,,,,,,,
19/10/2012,12,196,V,,,,,,,,,,,,
20/10/2012,10,821,V,,,,,,,,,,,,
21/10/2012,10,259,V,,,,,,,,,,,,
22/10/2012,10,755,V,,,,,,,,,,,,
23/10/2012,10,675,V,,,,,,,,,,,,
24/10/2012,10,586,V,,,,,,,,,,,,
25/10/2012,10,595,V,,,,,,,,,,,,
26/10/2012,10,872,V,,,,,,,,,,,,
27/10/2012,31,905,V,,,,,,,,,,,,
28/10/2012,124,394,V,,,,,,,,,,,,
29/10/2012,145,475,V,,,,,,,,,,,,
30/10/2012,88,517,V,,,,,,,,,,,,
31/10/2012,52,115,V,,,,,,,,,,,,
01/11/2012,148,22,V,,,,,,,,,,,,
02/11/2012,194,672,V,,,,,,,,,,,,
03/11/2012,128,272,V,,,,,,,,,,,,
04/11/2012,81,399,V,,,,,,,,,,,,
05/11/2012,140,190,V,,,,,,,,,,,,
06/11/2012,134,145,V,,,,,,,,,,,,
07/11/2012,101,903,V,,,,,,,,,,,,
08/11/2012,77,463,V,,,,,,,,,,,,
09/11/2012,57,493,V,,,,,,,,,,,,
10/11/2012,46,571,V,,,,,,,,,,,,
11/11/2012,85,382,V,,,,,,,,,,,,
12/11/2012,252,491,V,,,,,,,,,,,,
13/11/2012,911,825,V,,,,,,,,,,,,
14/11/2012,455,70,V,,,,,,,,,,,,
15/11/2012,229,154,V,,,,,,,,,,,,
16/11/2012,152,573,V,,,,,,,,,,,,
17/11/2012,132,510,V,,,,,,,,,,,,
18/11/2012,90,581,V,,,,,,,,,,,,
19/11/2012,70,417,V,,,,,,,,,,,,
20/11/2012,66,2,V,,,,,,,,,,,,
21/11/2012,51,969,V,,,,,,,,,,,,
22/11/2012,38,629,V,,,,,,,,,,,,
23/11/2012,33,641,V,,,,,,,,,,,,
24/11/2012,36,944,V,,,,,,,,,,,,
25/11/2012,29,255,V,,,,,,,,,,,,
26/11/2012,29,596,V,,,,,,,,,,,,
27/11/2012,37,352,V,,,,,,,,,,,,
28/11/2012,839,971,V,,,,,,,,,,,,
29/11/2012,1185,119,V,,,,,,,,,,,,
30/11/2012,435,165,V,,,,,,,,,,,,
01/12/2012,303,34,V,,,,,,,,,,,,
02/12/2012,437,895,V,,,,,,,,,,,,
03/12/2012,230,407,V,,,,,,,,,,,,
04/12/2012,260,85,V,,,,,,,,,,,,
05/12/2012,461,920,V,,,,,,,,,,,,
06/12/2012,234,770,V,,,,,,,,,,,,
07/12/2012,165,252,V,,,,,,,,,,,,
08/12/2012,439,259,V,,,,,,,,,,,,
09/12/2012,190,633,V,,,,,,,,,,,,
10/12/2012,138,347,V,,,,,,,,,,,,
11/12/2012,115,827,V,,,,,,,,,,,,
12/12/2012,97,705,V,,,,,,,,,,,,
13/12/2012,90,412,V,,,,,,,,,,,,
14/12/2012,78,117,V,,,,,,,,,,,,
15/12/2012,301,472,V,,,,,,,,,,,,
16/12/2012,656,440,V,,,,,,,,,,,,
17/12/2012,457,998,V,,,,,,,,,,,,
18/12/2012,664,382,V,,,,,,,,,,,,
19/12/2012,299,342,V,,,,,,,,,,,,
20/12/2012,214,943,V,,,,,,,,,,,,
21/12/2012,167,632,V,,,,,,,,,,,,
22/12/2012,149,644,V,,,,,,,,,,,,
23/12/2012,129,381,V,,,,,,,,,,,,
24/12/2012,122,58,V,,,,,,,,,,,,
25/12/2012,102,49,V,,,,,,,,,,,,
26/12/2012,98,802,V,,,,,,,,,,,,
27/12/2012,178,627,V,,,,,,,,,,,,
28/12/2012,168,131,V,,,,,,,,,,,,
29/12/2012,152,43,V,,,,,,,,,,,,
30/12/2012,133,885,V,,,,,,,,,,,,
31/12/2012,121,857,V,,,,,,,,,,,,
01/01/2013,95,597,V,,,,,,,,,,,,
02/01/2013,88,355,V,,,,,,,,,,,,
03/01/2013,109,225,V,,,,,,,,,,,,
04/01/2013,75,979,V,,,,,,,,,,,,
05/01/2013,53,104,V,,,,,,,,,,,,
06/01/2013,70,809,V,,,,,,,,,,,,
07/01/2013,47,590,V,,,,,,,,,,,,
08/01/2013,59,6,V,,,,,,,,,,,,
09/01/2013,46,167,V,,,,,,,,,,,,
10/01/2013,58,999,V,,,,,,,,,,,,
11/01/2013,48,192,V,,,,,,,,,,,,
12/01/2013,57,439,V,,,,,,,,,,,,
13/01/2013,70,821,V,,,,,,,,,,,,
14/01/2013,255,677,V,,,,,,,,,,,,
15/01/2013,363,854,V,,,,,,,,,,,,
16/01/2013,307,42,V,,,,,,,,,,,,
17/01/2013,280,234,V,,,,,,,,,,,,
18/01/2013,211,186,V,,,,,,,,,,,,
19/01/2013,175,321,V,,,,,,,,,,,,
20/01/2013,366,945,V,,,,,,,,,,,,
21/01/2013,1231,389,V,,,,,,,,,,,,
22/01/2013,783,436,V,,,,,,,,,,,,
23/01/2013,444,16,V,,,,,,,,,,,,
24/01/2013,318,743,V,,,,,,,,,,,,
25/01/2013,236,518,V,,,,,,,,,,,,
26/01/2013,202,773,V,,,,,,,,,,,,
27/01/2013,182,279,V,,,,,,,,,,,,
28/01/2013,165,646,V,,,,,,,,,,,,
29/01/2013,177,383,V,,,,,,,,,,,,
30/01/2013,149,576,V,,,,,,,,,,,,
31/01/2013,142,424,V,,,,,,,,,,,,
01/02/2013,138,589,V,,,,,,,,,,,,
02/02/2013,152,115,V,,,,,,,,,,,,
03/02/2013,268,356,V,,,,,,,,,,,,
04/02/2013,239,642,V,,,,,,,,,,,,
05/02/2013,196,172,V,,,,,,,,,,,,
06/02/2013,177,853,V,,,,,,,,,,,,
07/02/2013,191,634,V,,,,,,,,,,,,
08/02/2013,186,838,V,,,,,,,,,,,,
09/02/2013,170,495,V,,,,,,,,,,,,
10/02/2013,136,93,V,,,,,,,,,,,,
11/02/2013,134,716,V,,,,,,,,,,,,
12/02/2013,260,675,V,,,,,,,,,,,,
13/02/2013,254,548,V,,,,,,,,,,,,
14/02/2013,195,59,V,,,,,,,,,,,,
15/02/2013,165,391,V,,,,,,,,,,,,
16/02/2013,141,13,V,,,,,,,,,,,,
17/02/2013,132,250,V,,,,,,,,,,,,
18/02/2013,123,978,V,,,,,,,,,,,,
19/02/2013,105,10,V,,,,,,,,,,,,
20/02/2013,92,365,V,,,,,,,,,,,,
21/02/2013,91,113,V,,,,,,,,,,,,
22/02/2013,114,27,V,,,,,,,,,,,,
23/02/2013,123,978,V,,,,,,,,,,,,
24/02/2013,333,887,V,,,,,,,,,,,,
25/02/2013,362,38,V,,,,,,,,,,,,
26/02/2013,261,976,V,,,,,,,,,,,,
27/02/2013,188,58,V,,,,,,,,,,,,
28/02/2013,154,961,V,,,,,,,,,,,,
01/03/2013,146,763,V,,,,,,,,,,,,
02/03/2013,141,457,V,,,,,,,,,,,,
03/03/2013,142,915,V,,,,,,,,,,,,
04/03/2013,132,377,V,,,,,,,,,,,,
05/03/2013,121,443,V,,,,,,,,,,,,
06/03/2013,158,188,V,,,,,,,,,,,,
07/03/2013,273,704,V,,,,,,,,,,,,
08/03/2013,377,654,V,,,,,,,,,,,,
09/03/2013,565,244,V,,,,,,,,,,,,
10/03/2013,604,213,V,,,,,,,,,,,,
11/03/2013,822,255,V,,,,,,,,,,,,
12/03/2013,1321,532,V,,,,,,,,,,,,
13/03/2013,978,167,V,,,,,,,,,,,,
14/03/2013,730,910,V,,,,,,,,,,,,
15/03/2013,373,8,V,,,,,,,,,,,,
16/03/2013,280,456,V,,,,,,,,,,,,
17/03/2013,239,641,V,,,,,,,,,,,,
18/03/2013,639,515,V,,,,,,,,,,,,
19/03/2013,1120,770,V,,,,,,,,,,,,
20/03/2013,454,469,V,,,,,,,,,,,,
21/03/2013,403,464,V,,,,,,,,,,,,
22/03/2013,291,66,V,,,,,,,,,,,,
23/03/2013,237,259,V,,,,,,,,,,,,
24/03/2013,223,995,V,,,,,,,,,,,,
25/03/2013,212,944,V,,,,,,,,,,,,
26/03/2013,205,711,V,,,,,,,,,,,,
27/03/2013,197,285,V,,,,,,,,,,,,
28/03/2013,172,114,V,,,,,,,,,,,,
29/03/2013,191,571,V,,,,,,,,,,,,
30/03/2013,211,546,V,,,,,,,,,,,,
31/03/2013,540,137,V,,,,,,,,,,,,
01/04/2013,363,192,V,,,,,,,,,,,,
02/04/2013,329,109,V,,,,,,,,,,,,
03/04/2013,305,482,V,,,,,,,,,,,,
04/04/2013,240,24,V,,,,,,,,,,,,
05/04/2013,281,163,V,,,,,,,,,,,,
06/04/2013,295,954,V,,,,,,,,,,,,
07/04/2013,229,21,V,,,,,,,,,,,,
08/04/2013,201,102,V,,,,,,,,,,,,
09/04/2013,224,566,V,,,,,,,,,,,,
10/04/2013,217,72,V,,,,,,,,,,,,
11/04/2013,183,664,V,,,,,,,,,,,,
12/04/2013,159,221,V,,,,,,,,,,,,
13/04/2013,144,706,V,,,,,,,,,,,,
14/04/2013,124,945,V,,,,,,,,,,,,
15/04/2013,115,802,V,,,,,,,,,,,,
16/04/2013,113,837,V,,,,,,,,,,,,
17/04/2013,89,275,V,,,,,,,,,,,,
18/04/2013,91,129,V,,,,,,,,,,,,
19/04/2013,85,883,V,,,,,,,,,,,,
20/04/2013,82,651,V,,,,,,,,,,,,
21/04/2013,100,351,V,,,,,,,,,,,,
22/04/2013,79,323,V,,,,,,,,,,,,
23/04/2013,80,115,V,,,,,,,,,,,,
24/04/2013,66,345,V,,,,,,,,,,,,
25/04/2013,84,441,V,,,,,,,,,,,,
26/04/2013,56,611,V,,,,,,,,,,,,
27/04/2013,55,522,V,,,,,,,,,,,,
28/04/2013,111,951,V,,,,,,,,,,,,
29/04/2013,77,691,V,,,,,,,,,,,,
30/04/2013,69,768,V,,,,,,,,,,,,
01/05/2013,54,396,V,,,,,,,,,,,,
02/05/2013,44,338,V,,,,,,,,,,,,
03/05/2013,45,548,V,,,,,,,,,,,,
04/05/2013,46,627,V,,,,,,,,,,,,
05/05/2013,75,60,V,,,,,,,,,,,,
06/05/2013,84,838,V,,,,,,,,,,,,
07/05/2013,83,380,V,,,,,,,,,,,,
08/05/2013,69,657,V,,,,,,,,,,,,
09/05/2013,70,512,V,,,,,,,,,,,,
10/05/2013,80,765,V,,,,,,,,,,,,
11/05/2013,71,780,V,,,,,,,,,,,,
12/05/2013,50,39,V,,,,,,,,,,,,
13/05/2013,52,93,V,,,,,,,,,,,,
14/05/2013,47,949,V,,,,,,,,,,,,
15/05/2013,42,847,V,,,,,,,,,,,,
16/05/2013,88,421,V,,,,,,,,,,,,
17/05/2013,184,287,V,,,,,,,,,,,,
18/05/2013,191,679,V,,,,,,,,,,,,
19/05/2013,169,880,V,,,,,,,,,,,,
20/05/2013,131,601,V,,,,,,,,,,,,
21/05/2013,79,323,V,,,,,,,,,,,,
22/05/2013,93,394,V,,,,,,,,,,,,
23/05/2013,75,726,V,,,,,,,,,,,,
24/05/2013,86,280,V,,,,,,,,,,,,
25/05/2013,92,293,V,,,,,,,,,,,,
26/05/2013,173,470,V,,,,,,,,,,,,
27/05/2013,125,658,V,,,,,,,,,,,,
28/05/2013,106,499,V,,,,,,,,,,,,
29/05/2013,92,159,V,,,,,,,,,,,,
30/05/2013,99,154,V,,,,,,,,,,,,
31/05/2013,154,522,V,,,,,,,,,,,,
01/06/2013,101,318,V,,,,,,,,,,,,
02/06/2013,113,741,V,,,,,,,,,,,,
03/06/2013,125,563,V,,,,,,,,,,,,
04/06/2013,136,837,V,,,,,,,,,,,,
05/06/2013,89,370,V,,,,,,,,,,,,
06/06/2013,119,573,V,,,,,,,,,,,,
07/06/2013,80,369,V,,,,,,,,,,,,
08/06/2013,86,676,V,,,,,,,,,,,,
09/06/2013,73,381,V,,,,,,,,,,,,
10/06/2013,61,399,V,,,,,,,,,,,,
11/06/2013,61,923,V,,,,,,,,,,,,
12/06/2013,56,74,V,,,,,,,,,,,,
13/06/2013,50,441,V,,,,,,,,,,,,
14/06/2013,45,14,V,,,,,,,,,,,,
15/06/2013,34,32,V,,,,,,,,,,,,
16/06/2013,29,810,V,,,,,,,,,,,,
17/06/2013,31,231,V,,,,,,,,,,,,
18/06/2013,29,54,V,,,,,,,,,,,,
19/06/2013,26,70,V,,,,,,,,,,,,
20/06/2013,24,667,V,,,,,,,,,,,,
21/06/2013,24,467,V,,,,,,,,,,,,
22/06/2013,22,637,V,,,,,,,,,,,,
23/06/2013,20,982,V,,,,,,,,,,,,
24/06/2013,21,487,V,,,,,,,,,,,,
25/06/2013,33,695,V,,,,,,,,,,,,
26/06/2013,24,433,V,,,,,,,,,,,,
27/06/2013,22,115,V,,,,,,,,,,,,
28/06/2013,21,967,V,,,,,,,,,,,,
29/06/2013,20,930,V,,,,,,,,,,,,
30/06/2013,18,505,V,,,,,,,,,,,,
01/07/2013,18,922,V,,,,,,,,,,,,
02/07/2013,19,532,V,,,,,,,,,,,,
03/07/2013,16,900,V,,,,,,,,,,,,
04/07/2013,12,782,V,,,,,,,,,,,,
05/07/2013,12,521,V,,,,,,,,,,,,
06/07/2013,12,473,V,,,,,,,,,,,,
07/07/2013,13,282,V,,,,,,,,,,,,
08/07/2013,11,679,V,,,,,,,,,,,,
09/07/2013,12,180,V,,,,,,,,,,,,
10/07/2013,11,727,V,,,,,,,,,,,,
11/07/2013,15,264,V,,,,,,,,,,,,
12/07/2013,18,66,V,,,,,,,,,,,,
13/07/2013,16,293,V,,,,,,,,,,,,
14/07/2013,14,75,V,,,,,,,,,,,,
15/07/2013,13,303,V,,,,,,,,,,,,
16/07/2013,11,243,V,,,,,,,,,,,,
17/07/2013,10,703,V,,,,,,,,,,,,
18/07/2013,10,884,V,,,,,,,,,,,,
19/07/2013,12,545,V,,,,,,,,,,,,
20/07/2013,11,533,V,,,,,,,,,,,,
21/07/2013,10,967,V,,,,,,,,,,,,
22/07/2013,11,990,V,,,,,,,,,,,,
23/07/2013,12,277,V,,,,,,,,,,,,
24/07/2013,10,318,V,,,,,,,,,,,,
25/07/2013,10,16,V,,,,,,,,,,,,
26/07/2013,10,197,V,,,,,,,,,,,,
27/07/2013,10,197,V,,,,,,,,,,,,
28/07/2013,10,197,V,,,,,,,,,,,,
29/07/2013,10,197,V,,,,,,,,,,,,
30/07/2013,10,596,V,,,,,,,,,,,,
31/07/2013,11,564,V,,,,,,,,,,,,
01/08/2013,11,866,V,,,,,,,,,,,,
02/08/2013,10,674,V,,,,,,,,,,,,
03/08/2013,10,197,V,,,,,,,,,,,,
04/08/2013,10,189,V,,,,,,,,,,,,
05/08/2013,10,173,V,,,,,,,,,,,,
06/08/2013,10,181,V,,,,,,,,,,,,
07/08/2013,10,189,V,,,,,,,,,,,,
08/08/2013,10,147,V,,,,,,,,,,,,
09/08/2013,9,913,V,,,,,,,,,,,,
10/08/2013,9,928,V,,,,,,,,,,,,
11/08/2013,9,936,V,,,,,,,,,,,,
12/08/2013,9,936,V,,,,,,,,,,,,
13/08/2013,9,873,V,,,,,,,,,,,,
14/08/2013,9,920,V,,,,,,,,,,,,
15/08/2013,9,905,V,,,,,,,,,,,,
16/08/2013,9,865,V,,,,,,,,,,,,
17/08/2013,9,881,V,,,,,,,,,,,,
18/08/2013,9,865,V,,,,,,,,,,,,
19/08/2013,9,850,V,,,,,,,,,,,,
20/08/2013,10,386,V,,,,,,,,,,,,
21/08/2013,11,658,V,,,,,,,,,,,,
22/08/2013,9,701,V,,,,,,,,,,,,
23/08/2013,9,746,V,,,,,,,,,,,,
24/08/2013,9,944,V,,,,,,,,,,,,
25/08/2013,18,545,V,,,,,,,,,,,,
26/08/2013,25,760,V,,,,,,,,,,,,
27/08/2013,10,975,V,,,,,,,,,,,,
28/08/2013,9,842,V,,,,,,,,,,,,
29/08/2013,9,732,V,,,,,,,,,,,,
30/08/2013,9,905,V,,,,,,,,,,,,
31/08/2013,9,897,V,,,,,,,,,,,,
01/09/2013,9,858,V,,,,,,,,,,,,
02/09/2013,9,630,V,,,,,,,,,,,,
03/09/2013,9,614,V,,,,,,,,,,,,
04/09/2013,9,614,V,,,,,,,,,,,,
05/09/2013,9,637,V,,,,,,,,,,,,
06/09/2013,9,645,V,,,,,,,,,,,,
07/09/2013,9,606,V,,,,,,,,,,,,
08/09/2013,9,591,V,,,,,,,,,,,,
09/09/2013,13,2,V,,,,,,,,,,,,
10/09/2013,15,62,V,,,,,,,,,,,,
11/09/2013,16,293,V,,,,,,,,,,,,
12/09/2013,12,200,V,,,,,,,,,,,,
13/09/2013,11,87,V,,,,,,,,,,,,
14/09/2013,9,726,V,,,,,,,,,,,,
15/09/2013,9,448,V,,,,,,,,,,,,
16/09/2013,27,58,V,,,,,,,,,,,,
17/09/2013,13,697,V,,,,,,,,,,,,
18/09/2013,10,258,V,,,,,,,,,,,,
19/09/2013,9,692,V,,,,,,,,,,,,
20/09/2013,9,630,V,,,,,,,,,,,,
21/09/2013,9,923,V,,,,,,,,,,,,
22/09/2013,9,971,V,,,,,,,,,,,,
23/09/2013,9,750,V,,,,,,,,,,,,
24/09/2013,10,13,V,,,,,,,,,,,,
25/09/2013,9,942,V,,,,,,,,,,,,
26/09/2013,9,546,V,,,,,,,,,,,,
27/09/2013,9,193,V,,,,,,,,,,,,
28/09/2013,8,829,V,,,,,,,,,,,,
29/09/2013,19,667,V,,,,,,,,,,,,
30/09/2013,82,524,V,,,,,,,,,,,,
01/10/2013,55,591,V,,,,,,,,,,,,
02/10/2013,25,57,V,,,,,,,,,,,,
03/10/2013,12,192,V,,,,,,,,,,,,
04/10/2013,10,693,V,,,,,,,,,,,,
05/10/2013,35,447,V,,,,,,,,,,,,
06/10/2013,134,467,V,,,,,,,,,,,,
07/10/2013,49,644,V,,,,,,,,,,,,
08/10/2013,50,709,V,,,,,,,,,,,,
09/10/2013,43,199,V,,,,,,,,,,,,
10/10/2013,21,735,V,,,,,,,,,,,,
11/10/2013,25,758,V,,,,,,,,,,,,
12/10/2013,30,289,V,,,,,,,,,,,,
