serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
5305,211,21,8,2019,8.77,Boussole,B2110307,43.368,7.895,3,51,7,-9,-9,2.27,0.0739,0.0722,-1.0000,-1.0000,-1.0000,0.0265,0.0205,0.0693,0.1016,0.0154,0.0182,0.0052,0.1556,0.0167,0.0068,-1.0000,0.0347,0.0024,0.0435,0.0917,0.1353,-1.0000,0.0435,0.5870,0.6589,0.0399,0.0098,0.5730,BCF,yes,sp2B211-129,nosample,nosample,0.1914,0.2598,0.2077
5306,211,21,8,2019,8.78,Boussole,B2110308,43.368,7.895,3,40,8,-9,-9,2.27,0.1029,0.1137,-1.0000,-1.0000,-1.0000,0.0562,0.0386,0.1113,0.0569,0.0158,0.0162,0.0067,0.3878,0.0336,0.0093,-1.0000,0.0984,-1.0000,-1.0000,0.1078,0.1078,0.0030,-1.0000,0.8758,0.9588,0.0541,0.0252,0.8901,BCF,yes,sp2B211-130,nosample,nosample,0.2084,0.5786,0.1718
5307,211,21,8,2019,8.80,Boussole,B2110309,43.368,7.895,3,31,9,-9,-9,2.27,0.0513,0.0677,-1.0000,-1.0000,-1.0000,0.0398,0.0117,0.0642,0.0274,0.0066,0.0030,0.0051,0.2060,0.0290,0.0062,0.0022,0.0538,-1.0000,-1.0000,0.0525,0.0525,0.0031,-1.0000,0.5336,0.5556,0.0260,0.0109,0.4819,BCF,yes,sp2B211-131,nosample,nosample,0.1145,0.3318,0.1093
5308,211,21,8,2019,8.83,Boussole,B2110310,43.368,7.895,3,21,10,-9,-9,2.27,0.0209,0.0413,-1.0000,-1.0000,-1.0000,0.0337,0.0054,0.0343,0.0149,0.0052,0.0018,0.0042,0.1027,0.0270,0.0039,0.0029,0.0327,0.0025,-1.0000,0.0295,0.0295,0.0015,-1.0000,0.3291,0.3425,0.0153,0.0067,0.2713,BCF,yes,sp2B211-132,nosample,nosample,0.0732,0.1828,0.0866
5309,211,21,8,2019,8.85,Boussole,B2110311,43.368,7.895,3,11,11,-9,-9,2.27,0.0057,0.0130,-1.0000,-1.0000,-1.0000,0.0064,-1.0000,0.0122,0.0062,0.0021,-1.0000,0.0027,0.0389,0.0190,0.0013,0.0022,0.0363,-1.0000,-1.0000,0.0140,0.0140,0.0010,-1.0000,0.1537,0.1608,0.0097,0.0018,0.1175,BCF,yes,sp2B211-133,nosample,nosample,0.0621,0.0744,0.0243
5310,211,21,8,2019,8.87,Boussole,B2110312,43.368,7.895,3,5,12,-9,-9,2.27,0.0029,0.0069,-1.0000,-1.0000,-1.0000,0.0036,-1.0000,0.0056,0.0034,0.0012,-1.0000,0.0015,0.0212,0.0126,0.0008,0.0016,0.0279,-1.0000,-1.0000,0.0079,0.0079,0.0007,-1.0000,0.1015,0.1015,0.0061,0.0016,0.0712,BCF,yes,sp2B211-134,nosample,nosample,0.0455,0.0418,0.0141
5311,212,17,9,2019,13.98,Boussole,B2120201,43.368,7.895,2,401,1,-9,-9,2.27,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0008,0.0008,-1.0000,-1.0000,0.0000,BCF,yes,sp2B212-136,nosample,nosample,0.0000,0.0000,0.0000
5312,212,17,9,2019,14.05,Boussole,B2120202,43.368,7.895,2,201,2,-9,-9,2.27,-1.0000,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0020,0.0020,-1.0000,-1.0000,0.0000,BCF,yes,sp2B212-137,nosample,nosample,0.0000,0.0000,0.0000
5313,212,17,9,2019,14.08,Boussole,B2120203,43.368,7.895,2,150,3,-9,-9,2.27,0.0004,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0009,0.0009,-1.0000,-1.0000,-1.0000,0.0012,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0038,0.0038,-1.0000,-1.0000,0.0031,BCF,yes,sp2B212-138,nosample,nosample,0.0000,0.0022,0.0016
5314,212,17,9,2019,14.12,Boussole,B2120204,43.368,7.895,2,81,4,-9,-9,2.27,0.0365,0.0248,-1.0000,-1.0000,-1.0000,0.0070,0.0093,0.0496,0.0226,0.0040,0.0027,0.0011,0.0562,0.0055,-1.0000,0.0008,0.0121,0.0006,-1.0000,0.1458,0.1458,-1.0000,-1.0000,0.1673,0.2402,0.0307,0.0054,0.2881,BCF,yes,sp2B212-139,nosample,nosample,0.1314,0.0739,0.0348
5315,212,17,9,2019,14.13,Boussole,B2120205,43.368,7.895,2,70,5,-9,-9,2.27,0.0430,0.0361,-1.0000,-1.0000,-1.0000,0.0099,0.0137,0.0661,0.0265,0.0058,0.0057,0.0017,0.0839,0.0079,0.0032,0.0015,0.0232,-1.0000,-1.0000,0.1697,0.1697,-1.0000,-1.0000,0.2447,0.3398,0.0383,0.0070,0.3745,BCF,yes,sp2B212-140,nosample,nosample,0.1737,0.1195,0.0466
5316,212,17,9,2019,14.17,Boussole,B2120206,43.368,7.895,2,60,6,-9,-9,2.27,0.0849,0.0729,-1.0000,-1.0000,-1.0000,0.0134,0.0163,0.1033,0.0297,0.0100,0.0058,0.0034,0.2466,0.0167,0.0072,0.0019,0.0451,-1.0000,0.0775,0.0567,0.1342,0.0011,0.0775,0.5039,0.6117,0.0444,0.0100,0.5888,BCF,yes,sp2B212-141,nosample,nosample,0.1811,0.3674,0.0632
5317,212,17,9,2019,14.18,Boussole,B2120207,43.368,7.895,2,50,7,-9,-9,2.27,0.0375,0.0339,-1.0000,-1.0000,-1.0000,0.0138,0.0105,0.0356,0.0131,0.0035,0.0015,0.0018,0.1132,0.0102,0.0024,0.0006,0.0586,-1.0000,0.0236,0.0533,0.0769,0.0012,0.0236,0.2577,0.3613,0.0299,0.0090,0.3236,BCF,yes,sp2B212-147,nosample,nosample,0.1430,0.1760,0.0423
5318,212,17,9,2019,14.20,Boussole,B2120208,43.368,7.895,2,40,8,-9,-9,2.27,0.0164,0.0230,-1.0000,-1.0000,-1.0000,0.0088,0.0052,0.0261,0.0119,0.0020,0.0006,0.0017,0.0672,0.0090,0.0014,0.0009,0.0467,-1.0000,0.0059,0.0187,0.0245,0.0011,0.0059,0.1784,0.2367,0.0168,0.0038,0.1895,BCF,yes,sp2B212-148,nosample,nosample,0.0811,0.1192,0.0365
5319,212,17,9,2019,14.22,Boussole,B2120209,43.368,7.895,2,30,9,-9,-9,2.27,0.0099,0.0157,-1.0000,-1.0000,-1.0000,0.0071,-1.0000,0.0172,0.0108,0.0016,-1.0000,0.0018,0.0438,0.0092,0.0010,0.0008,0.0403,-1.0000,0.0026,0.0119,0.0145,0.0006,0.0026,0.1300,0.1687,0.0117,0.0027,0.1367,BCF,yes,sp2B212-149,nosample,nosample,0.0608,0.0768,0.0311
5320,212,17,9,2019,14.23,Boussole,B2120210,43.368,7.895,2,20,10,-9,-9,2.27,0.0052,0.0093,-1.0000,-1.0000,-1.0000,0.0037,-1.0000,0.0094,0.0069,-1.0000,-1.0000,0.0013,0.0287,0.0074,0.0006,0.0011,0.0332,-1.0000,-1.0000,0.0073,0.0073,0.0008,-1.0000,0.0960,0.1113,0.0076,0.0017,0.0910,BCF,yes,sp2B212-150,nosample,nosample,0.0440,0.0490,0.0183
5321,212,17,9,2019,14.27,Boussole,B2120211,43.368,7.895,2,10,11,-9,-9,2.27,0.0036,0.0072,-1.0000,-1.0000,-1.0000,0.0028,-1.0000,0.0072,0.0060,-1.0000,-1.0000,0.0012,0.0251,0.0100,0.0009,0.0019,0.0290,-1.0000,-1.0000,0.0045,0.0045,0.0009,-1.0000,0.0963,0.1003,0.0068,0.0013,0.0769,BCF,yes,sp2B212-151,nosample,nosample,0.0386,0.0455,0.0162
5322,212,17,9,2019,14.28,Boussole,B2120212,43.368,7.895,2,5,12,-9,-9,2.27,0.0031,0.0065,-1.0000,-1.0000,-1.0000,0.0025,-1.0000,0.0068,0.0062,-1.0000,-1.0000,0.0012,0.0232,0.0110,-1.0000,0.0021,0.0288,-1.0000,-1.0000,0.0039,0.0039,0.0010,-1.0000,0.0880,0.0908,0.0066,0.0016,0.0730,BCF,yes,sp2B212-152,nosample,nosample,0.0357,0.0397,0.0154
5323,212,18,9,2019,8.58,Boussole,B2120401,43.368,7.895,4,401,1,-9,-9,2.27,-1.0000,0.0029,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0006,-1.0000,-1.0000,0.0000,BCF,yes,sp2B212-154,nosample,nosample,0.0000,0.0000,0.0000
5324,212,18,9,2019,8.67,Boussole,B2120402,43.368,7.895,4,200,2,-9,-9,2.27,-1.0000,0.0026,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0019,0.0019,-1.0000,-1.0000,0.0006,BCF,yes,sp2B212-155,nosample,nosample,0.0000,0.0005,0.0015
5325,212,18,9,2019,8.70,Boussole,B2120403,43.368,7.895,4,149,3,-9,-9,2.27,0.0007,0.0006,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,0.0017,-1.0000,-1.0000,-1.0000,0.0012,0.0002,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0056,0.0056,0.0003,-1.0000,0.0045,BCF,yes,sp2B212-156,nosample,nosample,0.0000,0.0026,0.0031
5326,212,18,9,2019,8.73,Boussole,B2120404,43.368,7.895,4,80,4,-9,-9,2.27,0.0351,0.0242,-1.0000,-1.0000,-1.0000,0.0075,0.0094,0.0472,0.0246,0.0045,0.0030,0.0012,0.0518,0.0057,0.0013,0.0008,0.0126,-1.0000,-1.0000,0.1365,0.1365,-1.0000,-1.0000,0.1719,0.2411,0.0281,0.0053,0.2771,BCF,yes,sp2B212-157,nosample,nosample,0.1294,0.0723,0.0394
5327,212,18,9,2019,8.77,Boussole,B2120405,43.368,7.895,4,70,5,-9,-9,2.27,0.0494,0.0375,-1.0000,-1.0000,-1.0000,0.0162,0.0131,0.0654,0.0298,0.0066,0.0047,0.0018,0.0839,0.0092,0.0038,0.0012,0.0231,-1.0000,0.2005,-1.0000,0.2005,-1.0000,0.2005,0.2632,0.3630,0.0375,0.0077,0.4190,BCF,yes,sp2B212-158,nosample,nosample,0.1927,0.1141,0.0562
5328,212,18,9,2019,8.78,Boussole,B2120406,43.368,7.895,4,61,6,-9,-9,2.27,0.0795,0.0662,-1.0000,-1.0000,-1.0000,0.0216,0.0178,0.0995,0.0347,0.0105,0.0066,0.0027,0.1711,0.0150,0.0080,0.0018,0.0488,-1.0000,0.1389,0.0797,0.2187,0.0010,0.1389,0.4527,0.5931,0.0496,0.0101,0.5991,BCF,yes,sp2B212-159,nosample,nosample,0.2602,0.2544,0.0786
5329,212,18,9,2019,8.82,Boussole,B2120407,43.368,7.895,4,50,7,-9,-9,2.27,0.0379,0.0403,-1.0000,-1.0000,-1.0000,0.0164,0.0137,0.0463,0.0153,0.0043,0.0029,0.0022,0.1258,0.0114,0.0040,0.0015,0.0626,-1.0000,0.0411,0.0523,0.0934,0.0017,0.0411,0.3194,0.4285,0.0352,0.0078,0.3715,BCF,yes,sp2B212-160,nosample,nosample,0.1710,0.2058,0.0517
5330,212,18,9,2019,8.83,Boussole,B2120408,43.368,7.895,4,40,8,-9,-9,2.27,0.0190,0.0250,-1.0000,-1.0000,-1.0000,0.0114,0.0070,0.0276,0.0120,0.0027,0.0012,0.0018,0.0790,0.0102,0.0025,0.0013,0.0470,-1.0000,0.0071,0.0207,0.0277,0.0014,0.0071,0.2055,0.2645,0.0187,0.0041,0.2129,BCF,yes,sp2B212-161,nosample,nosample,0.0850,0.1385,0.0410
5331,212,18,9,2019,8.87,Boussole,B2120409,43.368,7.895,4,30,9,-9,-9,2.27,0.0116,0.0200,-1.0000,-1.0000,-1.0000,0.0114,0.0036,0.0195,0.0106,0.0018,-1.0000,0.0017,0.0525,0.0108,0.0016,0.0013,0.0391,-1.0000,0.0026,0.0127,0.0153,0.0009,0.0026,0.1620,0.1997,0.0126,0.0030,0.1545,BCF,yes,sp2B212-162,nosample,nosample,0.0634,0.0963,0.0400
5332,212,18,9,2019,8.90,Boussole,B2120410,43.368,7.895,4,20,10,-9,-9,2.27,0.0061,0.0121,-1.0000,-1.0000,-1.0000,0.0059,-1.0000,0.0119,0.0075,0.0012,-1.0000,0.0018,0.0345,0.0096,0.0009,0.0010,0.0338,-1.0000,-1.0000,0.0092,0.0092,0.0008,-1.0000,0.1208,0.1386,0.0091,0.0018,0.1057,BCF,yes,sp2B212-163,nosample,nosample,0.0503,0.0636,0.0248
5333,212,18,9,2019,8.93,Boussole,B2120411,43.368,7.895,4,10,11,-9,-9,2.27,0.0033,0.0073,-1.0000,-1.0000,-1.0000,0.0026,-1.0000,0.0077,0.0046,0.0009,-1.0000,0.0016,0.0231,0.0088,0.0006,0.0013,0.0280,-1.0000,-1.0000,0.0053,0.0053,0.0011,-1.0000,0.0946,0.1004,0.0068,0.0012,0.0718,BCF,yes,sp2B212-164,nosample,nosample,0.0410,0.0452,0.0141
5334,212,18,9,2019,8.95,Boussole,B2120412,43.368,7.895,4,6,12,-9,-9,2.27,0.0033,0.0070,-1.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0070,0.0052,-1.0000,-1.0000,0.0016,0.0234,0.0114,0.0006,0.0019,0.0298,-1.0000,-1.0000,0.0044,0.0044,0.0011,-1.0000,0.0999,0.1037,0.0072,0.0014,0.0742,BCF,yes,sp2B212-165,nosample,nosample,0.0420,0.0455,0.0162
5335,214,14,11,2019,10.47,Boussole,B2140301,43.368,7.895,3,404,1,-9,-9,2.27,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0005,0.0005,-1.0000,-1.0000,0.0000,BCF,yes,sp2B214-171,nosample,nosample,0.0000,0.0000,0.0000
5336,214,14,11,2019,10.53,Boussole,B2140302,43.368,7.895,3,201,2,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,-1.0000,-1.0000,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0019,0.0019,-1.0000,-1.0000,0.0015,BCF,yes,sp2B214-172,nosample,nosample,0.0000,0.0008,0.0010
5337,214,14,11,2019,10.55,Boussole,B2140303,43.368,7.895,3,150,3,-9,-9,2.27,-1.0000,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,0.0005,-1.0000,-1.0000,-1.0000,0.0014,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0030,0.0030,-1.0000,-1.0000,0.0027,BCF,yes,sp2B214-173,nosample,nosample,0.0000,0.0022,0.0008
5338,214,14,11,2019,10.58,Boussole,B2140304,43.368,7.895,3,80,4,-9,-9,2.27,0.0399,0.0224,-1.0000,-1.0000,-1.0000,0.0022,0.0057,0.0528,0.0318,0.0039,0.0025,0.0011,0.0538,0.0053,0.0020,-1.0000,0.0072,-1.0000,0.1272,-1.0000,0.1272,-1.0000,0.1272,0.1697,0.2257,0.0221,0.0040,0.2707,BCF,yes,sp2B214-174,nosample,nosample,0.1122,0.0734,0.0401
5339,214,14,11,2019,10.60,Boussole,B2140305,43.368,7.895,3,71,5,-9,-9,2.27,0.0400,0.0223,-1.0000,-1.0000,-1.0000,0.0020,0.0068,0.0518,0.0305,0.0036,0.0022,0.0009,0.0529,0.0049,0.0019,-1.0000,0.0068,-1.0000,0.1195,-1.0000,0.1195,-1.0000,0.1195,0.1629,0.2155,0.0206,0.0035,0.2589,BCF,yes,sp2B214-175,nosample,nosample,0.1054,0.0719,0.0382
5340,214,14,11,2019,10.62,Boussole,B2140306,43.368,7.895,3,59,6,-9,-9,2.27,0.0516,0.0378,-1.0000,-1.0000,-1.0000,0.0094,0.0107,0.0571,0.0362,0.0074,0.0044,0.0021,0.0902,0.0082,0.0057,0.0005,0.0316,-1.0000,0.1262,0.0695,0.1957,0.0007,0.1262,0.2822,0.3930,0.0388,0.0073,0.4271,BCF,yes,sp2B214-176,nosample,nosample,0.2069,0.1270,0.0592
5341,214,14,11,2019,10.63,Boussole,B2140307,43.368,7.895,3,48,7,-9,-9,2.27,0.0349,0.0355,-1.0000,-1.0000,-1.0000,0.0096,0.0054,0.0361,0.0174,0.0048,0.0015,0.0028,0.1058,0.0105,0.0064,0.0005,0.0433,-1.0000,0.0091,0.0508,0.0599,0.0017,0.0091,0.3035,0.3564,0.0224,0.0037,0.2868,BCF,yes,sp2B214-177,nosample,nosample,0.1215,0.1876,0.0473
5342,214,14,11,2019,10.63,Boussole,B2140308,43.368,7.895,3,40,8,-9,-9,2.27,0.0349,0.0375,-1.0000,-1.0000,-1.0000,0.0109,0.0051,0.0362,0.0179,0.0055,-1.0000,0.0034,0.1116,0.0118,0.0079,0.0012,0.0458,-1.0000,-1.0000,0.0532,0.0532,0.0015,-1.0000,0.3229,0.3713,0.0223,0.0041,0.2928,BCF,yes,sp2B214-178,nosample,nosample,0.1181,0.2018,0.0514
5343,214,14,11,2019,10.65,Boussole,B2140309,43.368,7.895,3,30,9,-9,-9,2.27,0.0338,0.0373,-1.0000,-1.0000,-1.0000,0.0103,0.0053,0.0344,0.0173,0.0046,-1.0000,0.0032,0.1088,0.0121,0.0080,0.0011,0.0469,-1.0000,-1.0000,0.0500,0.0500,0.0015,-1.0000,0.3213,0.3681,0.0223,0.0034,0.2849,BCF,yes,sp2B214-179,nosample,nosample,0.1174,0.2003,0.0504
5344,214,14,11,2019,10.67,Boussole,B2140310,43.368,7.895,3,20,10,-9,-9,2.27,0.0244,0.0357,-1.0000,-1.0000,-1.0000,0.0119,0.0052,0.0298,0.0164,0.0052,-1.0000,0.0035,0.0971,0.0154,0.0094,0.0015,0.0540,-1.0000,-1.0000,0.0524,0.0524,0.0018,-1.0000,0.3274,0.3723,0.0238,0.0034,0.2785,BCF,yes,sp2B214-180,nosample,nosample,0.1327,0.1863,0.0532
5345,214,14,11,2019,10.67,Boussole,B2140311,43.368,7.895,3,9,11,-9,-9,2.27,0.0216,0.0326,-1.0000,-1.0000,-1.0000,0.0110,0.0040,0.0268,0.0149,0.0047,-1.0000,0.0033,0.0868,0.0195,0.0112,0.0029,0.0517,-1.0000,-1.0000,0.0434,0.0434,0.0016,-1.0000,0.3076,0.3489,0.0220,0.0028,0.2511,BCF,yes,sp2B214-181,nosample,nosample,0.1226,0.1755,0.0508
5346,214,14,11,2019,10.68,Boussole,B2140312,43.368,7.895,3,5,12,-9,-9,2.27,0.0206,0.0328,-1.0000,-1.0000,-1.0000,0.0104,0.0046,0.0266,0.0141,0.0041,-1.0000,0.0026,0.0860,0.0195,0.0133,0.0036,0.0505,-1.0000,-1.0000,0.0425,0.0425,0.0016,-1.0000,0.3166,0.3574,0.0220,0.0027,0.2475,BCF,yes,sp2B214-182,nosample,nosample,0.1248,0.1827,0.0499
5347,215,11,12,2019,10.18,Boussole,B2150101,43.368,7.895,1,404,1,-9,-9,2.27,-1.0000,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0006,-1.0000,-1.0000,0.0000,BCF,yes,sp2B215-185,nosample,nosample,0.0000,0.0000,0.0000
5348,215,11,12,2019,10.28,Boussole,B2150102,43.368,7.895,1,201,2,-9,-9,2.27,-1.0000,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,0.0014,-1.0000,-1.0000,0.0000,BCF,yes,sp2B215-186,nosample,nosample,0.0000,0.0000,0.0000
5349,215,11,12,2019,10.32,Boussole,B2150103,43.368,7.895,1,150,3,-9,-9,2.27,-1.0000,0.0017,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0018,0.0018,-1.0000,-1.0000,0.0005,BCF,yes,sp2B215-187,nosample,nosample,0.0000,0.0018,0.0000
5350,215,11,12,2019,10.35,Boussole,B2150104,43.368,7.895,1,80,4,-9,-9,2.27,0.0178,0.0096,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0249,0.0074,0.0008,-1.0000,-1.0000,0.0328,0.0022,-1.0000,-1.0000,0.0030,-1.0000,0.0573,-1.0000,0.0573,-1.0000,0.0573,0.0671,0.0911,0.0095,0.0013,0.1212,BCF,yes,sp2B215-188,nosample,nosample,0.0454,0.0379,0.0078
5351,215,11,12,2019,10.37,Boussole,B2150105,43.368,7.895,1,70,5,-9,-9,2.27,0.0278,0.0136,-1.0000,-1.0000,-1.0000,0.0010,-1.0000,0.0297,0.0097,0.0010,-1.0000,-1.0000,0.0602,0.0035,0.0007,-1.0000,0.0036,-1.0000,0.0473,-1.0000,0.0473,-1.0000,0.0473,0.1002,0.1223,0.0087,0.0012,0.1534,BCF,yes,sp2B215-189,nosample,nosample,0.0406,0.0696,0.0121
5352,215,11,12,2019,10.40,Boussole,B2150106,43.368,7.895,1,60,6,-9,-9,2.27,0.0310,0.0166,-1.0000,-1.0000,-1.0000,0.0017,-1.0000,0.0316,0.0132,0.0014,0.0013,0.0005,0.0694,0.0043,0.0006,-1.0000,0.0056,-1.0000,0.0556,-1.0000,0.0556,-1.0000,0.0556,0.1194,0.1484,0.0112,-1.0000,0.1815,BCF,yes,sp2B215-190,nosample,nosample,0.0499,0.0814,0.0171
5353,215,11,12,2019,10.42,Boussole,B2150107,43.368,7.895,1,50,7,-9,-9,2.27,0.0522,0.0470,-1.0000,-1.0000,-1.0000,0.0063,0.0053,0.0532,0.0293,0.0034,0.0022,0.0019,0.1396,0.0131,0.0100,0.0010,0.0333,-1.0000,0.0345,0.0355,0.0700,0.0007,0.0345,0.3442,0.3983,0.0248,0.0031,0.3514,BCF,yes,sp2B215-191,nosample,nosample,0.1126,0.2288,0.0568
5354,215,11,12,2019,10.43,Boussole,B2150108,43.368,7.895,1,40,8,-9,-9,2.27,0.0631,0.0649,-1.0000,-1.0000,-1.0000,0.0079,0.0083,0.0659,0.0361,0.0050,0.0031,0.0029,0.1880,0.0194,0.0156,0.0024,0.0443,-1.0000,0.0154,0.0435,0.0589,0.0008,0.0154,0.4785,0.5330,0.0287,0.0044,0.4308,BCF,yes,sp2B215-192,nosample,nosample,0.1208,0.3355,0.0766
5355,215,11,12,2019,10.45,Boussole,B2150109,43.368,7.895,1,30,9,-9,-9,2.27,0.0631,0.0663,-1.0000,-1.0000,-1.0000,0.0086,0.0065,0.0650,0.0352,0.0048,0.0032,0.0030,0.1842,0.0238,0.0166,0.0028,0.0451,-1.0000,0.0123,0.0441,0.0564,0.0007,0.0123,0.4915,0.5435,0.0278,0.0040,0.4242,BCF,yes,sp2B215-193,nosample,nosample,0.1227,0.3417,0.0791
5356,215,11,12,2019,10.47,Boussole,B2150110,43.368,7.895,1,20,10,-9,-9,2.27,0.0631,0.0686,-1.0000,-1.0000,-1.0000,0.0092,0.0065,0.0642,0.0351,0.0049,0.0034,0.0033,0.1886,0.0305,0.0208,0.0036,0.0476,-1.0000,0.0117,0.0439,0.0556,0.0005,0.0117,0.5170,0.5682,0.0289,0.0046,0.4339,BCF,yes,sp2B215-194,nosample,nosample,0.1271,0.3594,0.0818
5357,215,11,12,2019,10.50,Boussole,B2150111,43.368,7.895,1,10,11,-9,-9,2.27,0.0505,0.0629,-1.0000,-1.0000,-1.0000,0.0088,0.0057,0.0612,0.0325,0.0043,0.0026,0.0027,0.1804,0.0385,0.0193,0.0069,0.0474,-1.0000,0.0116,0.0400,0.0516,0.0007,0.0116,0.4935,0.5428,0.0271,0.0042,0.4131,BCF,yes,sp2B215-195,nosample,nosample,0.1220,0.3443,0.0765
5358,215,11,12,2019,13.30,Boussole,B2150212,43.368,7.895,2,5,5,-9,-9,2.27,0.0454,0.0586,-1.0000,-1.0000,-1.0000,0.0070,0.0044,0.0527,0.0341,0.0033,0.0021,0.0026,0.1729,0.0445,0.0210,0.0049,0.0482,-1.0000,-1.0000,0.0298,0.0298,0.0009,-1.0000,0.4708,0.5070,0.0238,0.0033,0.3801,BCF,yes,sp2B215-196,nosample,nosample,0.0955,0.3343,0.0773
5359,217,13,2,2020,10.23,Boussole,B2170104,43.368,7.895,1,501,4,-9,-9,2.27,-1.0000,0.0020,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0007,0.0007,-1.0000,-1.0000,0.0000,BCF,yes,sp2B217-198,nosample,nosample,0.0000,0.0000,0.0000
5360,217,13,2,2020,10.33,Boussole,B2170105,43.368,7.895,1,202,5,-9,-9,2.27,-1.0000,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0022,0.0022,-1.0000,-1.0000,0.0009,BCF,yes,sp2B217-199,nosample,nosample,0.0000,0.0004,0.0019
5361,217,13,2,2020,10.38,Boussole,B2170106,43.368,7.895,1,121,6,-9,-9,2.27,0.0012,0.0011,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0015,0.0037,-1.0000,-1.0000,-1.0000,0.0027,0.0006,-1.0000,-1.0000,0.0006,-1.0000,-1.0000,0.0023,0.0023,-1.0000,-1.0000,0.0132,0.0132,0.0006,-1.0000,0.0121,BCF,yes,sp2B217-200,nosample,nosample,0.0032,0.0044,0.0057
