serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
2144,77,18,7,2008,8.55,Boussole,B0770810,43.373,7.896,8,9,9,-9,-9,2.80,0.0891,0.1173,-1.0000,-1.0000,0.0058,0.0992,0.0104,0.0938,0.0704,0.0275,0.0096,0.0082,0.3672,0.0637,0.0063,0.0066,0.1009,0.0055,-1.0000,0.1013,0.1013,0.0022,-1.0000,0.9637,0.9695,0.0371,0.0079,0.9312,B,OUTonly,b077-13,nosample,nosample,0.1969,0.5237,0.2490
2145,77,18,7,2008,8.55,Boussole,B0770811,43.373,7.896,8,5,10,-9,-9,2.80,0.0421,0.0650,-1.0000,-1.0000,0.0055,0.0534,0.0040,0.0584,0.0425,0.0097,0.0030,0.0069,0.2119,0.0702,0.0045,0.0080,0.0712,0.0064,-1.0000,0.0493,0.0493,0.0022,-1.0000,0.6023,0.6078,0.0293,0.0049,0.5385,B,OUTonly,b077-14,nosample,nosample,0.1253,0.3299,0.1526
2146,77,18,7,2008,15.13,Boussole,B0770910,43.366,7.91,9,10,11,-9,-9,2.80,0.0256,0.0349,-1.0000,-1.0000,0.0027,0.0311,-1.0000,0.0314,0.0203,0.0040,0.0013,0.0031,0.1082,0.0396,0.0029,0.0073,0.0377,0.0028,-1.0000,0.0252,0.0252,0.0011,-1.0000,0.3148,0.3175,0.0145,0.0029,0.2805,B,OUTonly,b077-30,nosample,nosample,0.0655,0.1700,0.0820
2147,77,18,7,2008,15.13,Boussole,B0770911,43.366,7.91,9,4,10,-9,-9,2.80,0.0127,0.0188,-1.0000,-1.0000,0.0020,0.0172,-1.0000,0.0155,0.0135,0.0020,0.0006,0.0020,0.0607,0.0259,-1.0000,0.0056,0.0255,0.0023,-1.0000,0.0166,0.0166,0.0008,-1.0000,0.1955,0.1975,0.0098,-1.0000,0.1645,B,OUTonly,b077-31,nosample,nosample,0.0465,0.0991,0.0520
2148,77,19,7,2008,8.18,Boussole,B0771001,43.367,7.897,10,201,11,-9,-9,2.80,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0009,-1.0000,-1.0000,-1.0000,0.0010,0.0002,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0030,0.0030,-1.0000,-1.0000,0.0025,B,OUTonly,b077-15,nosample,nosample,0.0000,0.0015,0.0015
2149,77,19,7,2008,8.18,Boussole,B0771002,43.367,7.897,10,149,1,-9,-9,2.80,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,0.0015,-1.0000,-1.0000,-1.0000,0.0024,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0050,0.0050,-1.0000,-1.0000,0.0053,B,OUTonly,b077-16,nosample,nosample,0.0000,0.0030,0.0020
2150,77,19,7,2008,8.18,Boussole,B0771003,43.367,7.897,10,80,2,-9,-9,2.80,0.0020,0.0011,-1.0000,-1.0000,-1.0000,0.0008,-1.0000,0.0033,0.0050,-1.0000,-1.0000,-1.0000,0.0075,0.0007,-1.0000,-1.0000,0.0003,-1.0000,-1.0000,0.0007,0.0007,-1.0000,-1.0000,0.0190,0.0190,0.0006,-1.0000,0.0198,B,OUTonly,b077-17,nosample,nosample,0.0009,0.0102,0.0078
2151,77,19,7,2008,8.18,Boussole,B0771004,43.367,7.897,10,70,3,-9,-9,2.80,0.0038,0.0022,-1.0000,-1.0000,-1.0000,0.0012,-1.0000,0.0083,0.0082,-1.0000,-1.0000,-1.0000,0.0094,0.0011,-1.0000,-1.0000,0.0003,-1.0000,-1.0000,0.0009,0.0009,-1.0000,-1.0000,0.0323,0.0323,0.0008,-1.0000,0.0293,B,OUTonly,b077-20,nosample,nosample,0.0013,0.0164,0.0146
2152,77,19,7,2008,8.18,Boussole,B0771005,43.367,7.897,10,60,4,-9,-9,2.80,0.0119,0.0054,-1.0000,-1.0000,-1.0000,0.0016,-1.0000,0.0181,0.0219,-1.0000,0.0011,-1.0000,0.0238,0.0025,-1.0000,-1.0000,0.0005,-1.0000,-1.0000,0.0027,0.0027,-1.0000,-1.0000,0.0763,0.0763,0.0018,-1.0000,0.0729,B,OUTonly,b077-21,nosample,nosample,0.0033,0.0383,0.0347
2153,77,19,7,2008,8.18,Boussole,B0771006,43.367,7.897,10,50,5,-9,-9,2.80,0.0130,0.0062,-1.0000,-1.0000,-1.0000,0.0017,-1.0000,0.0148,0.0222,0.0004,0.0012,0.0002,0.0332,0.0027,0.0007,-1.0000,0.0005,-1.0000,-1.0000,0.0038,0.0038,-1.0000,-1.0000,0.0828,0.0828,0.0021,-1.0000,0.0857,B,OUTonly,b077-22,nosample,nosample,0.0041,0.0461,0.0325
2154,77,19,7,2008,8.18,Boussole,B0771007,43.367,7.897,10,41,6,-9,-9,2.80,0.0277,0.0180,-1.0000,-1.0000,-1.0000,0.0047,-1.0000,0.0171,0.0389,0.0010,0.0020,0.0004,0.0991,0.0057,0.0026,-1.0000,0.0012,0.0003,-1.0000,0.0079,0.0079,-1.0000,-1.0000,0.1792,0.1792,0.0050,0.0019,0.2039,B,OUTonly,b077-23,nosample,nosample,0.0079,0.1172,0.0540
2155,77,19,7,2008,8.18,Boussole,B0771008,43.367,7.897,10,30,7,-9,-9,2.80,0.1152,0.1611,-1.0000,-1.0000,0.0185,0.1799,0.0323,0.1296,0.2432,0.0435,0.0360,0.0051,0.4649,0.0536,0.0094,0.0031,0.0241,0.0025,-1.0000,0.1125,0.1125,0.0009,-1.0000,1.2397,1.2582,0.0395,0.0127,1.3723,B,OUTonly,b077-24,nosample,nosample,0.1232,0.5881,0.5470
2156,77,19,7,2008,8.18,Boussole,B0771009,43.367,7.897,10,20,8,-9,-9,2.80,0.1473,0.1641,-1.0000,-1.0000,0.0104,0.1569,0.0193,0.1189,0.1165,0.0493,0.0197,0.0075,0.5103,0.0634,0.0083,0.0061,0.0757,0.0044,-1.0000,0.1545,0.1545,0.0024,-1.0000,1.2067,1.2171,0.0375,0.0106,1.3013,B,OUTonly,b077-25,nosample,nosample,0.2068,0.6497,0.3605
2157,77,19,7,2008,8.18,Boussole,B0771010,43.367,7.897,10,10,9,-9,-9,2.80,0.0871,0.1041,-1.0000,-1.0000,0.0055,0.0903,0.0091,0.0839,0.0646,0.0209,0.0084,0.0073,0.3175,0.0549,0.0059,0.0055,0.0791,0.0042,-1.0000,0.0839,0.0839,0.0020,-1.0000,0.8284,0.8339,0.0327,0.0078,0.8073,B,OUTonly,b077-26,nosample,nosample,0.1578,0.4505,0.2256
2158,77,19,7,2008,8.18,Boussole,B0771011,43.367,7.897,10,5,10,-9,-9,2.80,0.0496,0.0656,-1.0000,-1.0000,0.0056,0.0539,0.0041,0.0530,0.0434,0.0112,0.0037,0.0074,0.2036,0.0603,0.0044,0.0073,0.0598,0.0062,-1.0000,0.0580,0.0580,0.0020,-1.0000,0.5796,0.5852,0.0277,0.0052,0.5270,B,OUTonly,b077-27,nosample,nosample,0.1222,0.3107,0.1524
2159,77,19,7,2008,12.47,Boussole,B0771101,43.369,7.897,11,10,11,-9,-9,1.50,0.0500,0.0670,-1.0000,-1.0000,0.0045,0.0553,-1.0000,0.0631,0.0431,0.0101,0.0033,0.0051,0.2124,0.0717,0.0060,0.0267,0.0707,0.0076,-1.0000,0.0595,0.0595,0.0016,-1.0000,0.6237,0.6281,0.0306,0.0059,0.5551,B,OUTonly,b077-32,nosample,nosample,0.1368,0.3343,0.1570
2160,77,19,7,2008,12.47,Boussole,B0771104,43.369,7.897,11,5,1,2,3,1.50,0.0211,0.0319,-1.0000,-1.0000,0.0033,0.0286,-1.0000,0.0261,0.0227,0.0037,0.0008,0.0029,0.1087,0.0654,-1.0000,0.0189,0.0490,0.0065,-1.0000,0.0339,0.0339,0.0018,-1.0000,0.3694,0.3727,0.0214,-1.0000,0.2959,B,OUTonly,b077-33,nosample,nosample,0.0962,0.1854,0.0911
2161,77,15,7,2008,15.05,Boussole,B077surf,43.373,7.9,-9,1,4,5,6,2.80,0.0083,0.0087,-1.0000,-1.0000,0.0022,0.0027,-1.0000,0.0092,0.0103,0.0019,0.0005,0.0030,0.0384,0.0253,-1.0000,0.0083,0.0390,0.0040,-1.0000,0.0194,0.0194,0.0009,-1.0000,0.1544,0.1566,0.0114,0.0016,0.1235,B,OUTonly,b077-34,nosample,nosample,0.0674,0.0659,0.0233
2162,78,24,8,2008,12.28,Boussole,B0780101,43.365,7.894,1,201,1,-9,-9,2.00,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0026,0.0026,-1.0000,-1.0000,0.0000,B,OUTonly,removed-b078-03,nosample,nosample,0.0000,0.0000,0.0000
2163,78,24,8,2008,12.28,Boussole,B0780102,43.365,7.894,1,150,2,-9,-9,2.00,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0032,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0053,0.0053,-1.0000,-1.0000,0.0041,B,OUTonly,b078-04,nosample,nosample,0.0000,0.0053,0.0000
2164,78,24,8,2008,12.28,Boussole,B0780103,43.365,7.894,1,80,3,-9,-9,2.00,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0054,0.0084,-1.0000,-1.0000,-1.0000,0.0078,0.0010,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,0.0014,-1.0000,-1.0000,0.0245,0.0245,-1.0000,-1.0000,0.0251,B,OUTonly,b078-05,nosample,nosample,0.0014,0.0115,0.0116
2165,78,24,8,2008,12.28,Boussole,B0780104,43.365,7.894,1,70,4,-9,-9,2.00,0.0055,0.0026,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0122,0.0169,-1.0000,-1.0000,-1.0000,0.0151,0.0018,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0021,0.0021,-1.0000,-1.0000,0.0533,0.0533,-1.0000,-1.0000,0.0494,B,OUTonly,b078-06,nosample,nosample,0.0023,0.0253,0.0257
2166,78,24,8,2008,12.28,Boussole,B0780105,43.365,7.894,1,60,5,-9,-9,2.00,0.0133,0.0072,-1.0000,-1.0000,-1.0000,0.0011,-1.0000,0.0194,0.0372,-1.0000,-1.0000,-1.0000,0.0304,0.0030,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0051,0.0051,-1.0000,-1.0000,0.1057,0.1057,0.0028,-1.0000,0.1046,B,OUTonly,b078-07,nosample,nosample,0.0052,0.0459,0.0546
2167,78,24,8,2008,12.28,Boussole,B0780106,43.365,7.894,1,50,6,-9,-9,2.00,0.0692,0.0491,-1.0000,-1.0000,-1.0000,0.0179,0.0089,0.0396,0.1835,0.0027,0.0063,0.0015,0.1616,0.0151,0.0046,0.0014,0.0052,-1.0000,-1.0000,0.0231,0.0231,-1.0000,-1.0000,0.4971,0.4971,0.0137,0.0062,0.5336,B,OUTonly,b078-08,nosample,nosample,0.0259,0.2067,0.2645
2168,78,24,8,2008,12.28,Boussole,B0780107,43.365,7.894,1,39,7,-9,-9,2.00,0.1807,0.1813,-1.0000,-1.0000,0.0103,0.1130,0.0294,0.1423,0.3624,0.0184,0.0273,0.0046,0.5418,0.0496,0.0103,0.0056,0.0456,-1.0000,-1.0000,0.1416,0.1416,0.0015,-1.0000,1.5027,1.5131,0.0479,0.0139,1.5966,B,OUTonly,b078-09,nosample,nosample,0.1727,0.7051,0.6353
2169,78,24,8,2008,12.28,Boussole,B0780108,43.365,7.894,1,30,8,-9,-9,2.00,0.1343,0.1927,-1.0000,-1.0000,0.0082,0.1837,0.0287,0.2196,0.1077,-1.0000,0.0219,0.0094,0.7327,0.0933,0.0088,0.0135,0.0842,0.0057,-1.0000,0.1078,0.1078,0.0023,-1.0000,1.5231,1.5313,0.0477,0.0095,1.6048,B,OUTonly,b078-10,nosample,nosample,0.1730,0.9663,0.3920
2170,78,24,8,2008,12.28,Boussole,B0780109,43.365,7.894,1,19,9,-9,-9,2.00,0.0424,0.0734,-1.0000,-1.0000,0.0023,0.0832,0.0067,0.0823,0.0271,0.0039,0.0029,0.0040,0.2052,0.0473,0.0014,0.0054,0.0516,0.0034,-1.0000,0.0307,0.0307,0.0016,-1.0000,0.6331,0.6354,0.0210,-1.0000,0.5212,B,OUTonly,b078-11,nosample,nosample,0.0919,0.3539,0.1896
2171,78,24,8,2008,12.28,Boussole,B0780110,43.365,7.894,1,10,10,-9,-9,2.00,0.0106,0.0167,-1.0000,-1.0000,0.0020,0.0145,-1.0000,0.0154,0.0177,0.0026,-1.0000,0.0042,0.0591,0.0340,-1.0000,0.0059,0.0641,0.0035,-1.0000,0.0264,0.0264,0.0022,-1.0000,0.2488,0.2507,0.0183,-1.0000,0.2076,B,OUTonly,b078-12,nosample,nosample,0.0988,0.0971,0.0548
2172,78,24,8,2008,12.28,Boussole,B0780111,43.365,7.894,1,5,11,-9,-9,2.00,0.0076,0.0123,-1.0000,-1.0000,0.0018,0.0125,-1.0000,0.0109,0.0139,0.0018,-1.0000,0.0035,0.0458,0.0314,-1.0000,0.0063,0.0646,0.0032,-1.0000,0.0212,0.0212,0.0021,-1.0000,0.2112,0.2130,0.0162,-1.0000,0.1762,B,OUTonly,b078-13,nosample,nosample,0.0931,0.0749,0.0450
2173,78,25,8,2008,8.32,Boussole,B0780201,43.369,7.897,2,200,1,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0035,0.0035,-1.0000,-1.0000,0.0000,B,OUTonly,b078-14,nosample,nosample,0.0000,0.0000,0.0000
2174,78,25,8,2008,8.32,Boussole,B0780202,43.369,7.897,2,149,2,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0035,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0062,0.0062,-1.0000,-1.0000,0.0044,B,OUTonly,removed,nosample,nosample,0.0000,0.0062,0.0000
2175,78,25,8,2008,8.32,Boussole,B0780203,43.369,7.897,2,80,3,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0030,0.0065,-1.0000,-1.0000,-1.0000,0.0047,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0170,0.0170,-1.0000,-1.0000,0.0162,B,OUTonly,b078-16,nosample,nosample,0.0000,0.0074,0.0096
2176,78,25,8,2008,8.32,Boussole,B0780204,43.369,7.897,2,69,4,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0065,0.0138,-1.0000,-1.0000,-1.0000,0.0103,0.0010,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0366,0.0366,-1.0000,-1.0000,0.0348,B,OUTonly,b078-17,nosample,nosample,0.0000,0.0161,0.0205
2177,78,25,8,2008,8.32,Boussole,B0780205,43.369,7.897,2,60,5,-9,-9,1.52,0.0198,0.0101,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0155,0.0512,-1.0000,-1.0000,-1.0000,0.0460,0.0037,0.0014,-1.0000,0.0012,-1.0000,-1.0000,0.0057,0.0057,-1.0000,-1.0000,0.1385,0.1385,0.0038,-1.0000,0.1437,B,OUTonly,b078-18,nosample,nosample,0.0065,0.0624,0.0696
2178,78,25,8,2008,8.32,Boussole,B0780206,43.369,7.897,2,50,6,-9,-9,1.52,0.0549,0.0374,-1.0000,-1.0000,-1.0000,0.0202,0.0105,0.0342,0.1436,0.0026,0.0055,0.0011,0.1121,0.0125,0.0037,-1.0000,0.0062,0.0003,-1.0000,0.0293,0.0293,-1.0000,-1.0000,0.3991,0.3991,0.0120,0.0062,0.4224,B,OUTonly,b078-19,nosample,nosample,0.0330,0.1479,0.2182
2179,78,25,8,2008,8.32,Boussole,B0780207,43.369,7.897,2,40,7,-9,-9,1.52,0.1700,0.1376,-1.0000,-1.0000,0.0067,0.1209,0.0173,0.0915,0.2186,0.0257,0.0211,0.0030,0.4439,0.0426,0.0078,0.0027,0.0418,-1.0000,-1.0000,0.1636,0.1636,0.0013,-1.0000,1.1578,1.1645,0.0451,0.0116,1.2803,B,OUTonly,b078-20,nosample,nosample,0.1830,0.5461,0.4354
2180,78,25,8,2008,8.32,Boussole,B0780208,43.369,7.897,2,29,8,-9,-9,1.52,0.2486,0.2211,-1.0000,-1.0000,0.0109,0.1728,0.0209,0.1967,0.1654,0.0347,0.0460,0.0072,0.8646,0.0671,0.0090,0.0063,0.0912,-1.0000,-1.0000,0.2742,0.2742,0.0023,-1.0000,1.8150,1.8259,0.0596,0.0142,2.0045,B,OUTonly,b078-21,nosample,nosample,0.3237,1.0678,0.4344
2181,78,25,8,2008,8.32,Boussole,B0780209,43.369,7.897,2,19,9,-9,-9,1.52,0.1032,0.1188,-1.0000,-1.0000,0.0058,0.1151,0.0078,0.1240,0.0495,0.0061,0.0071,0.0073,0.3799,0.0772,0.0032,0.0086,0.0574,0.0037,-1.0000,0.0628,0.0628,0.0026,-1.0000,0.9221,0.9279,0.0402,0.0105,0.8727,B,OUTonly,b078-22,nosample,nosample,0.1199,0.5612,0.2468
2182,78,25,8,2008,8.32,Boussole,B0780210,43.369,7.897,2,10,10,-9,-9,1.52,0.0492,0.0537,-1.0000,-1.0000,0.0041,0.0353,-1.0000,0.0583,0.0305,-1.0000,-1.0000,0.0043,0.2095,0.0563,-1.0000,0.0088,0.0397,0.0033,-1.0000,0.0382,0.0382,0.0019,-1.0000,0.5234,0.5276,0.0256,0.0048,0.4520,B,OUTonly,b078-23,nosample,nosample,0.0849,0.3344,0.1083
2183,78,25,8,2008,8.32,Boussole,B0780211,43.369,7.897,2,5,11,-9,-9,1.52,0.0311,0.0355,-1.0000,-1.0000,0.0024,0.0270,-1.0000,0.0368,0.0249,-1.0000,-1.0000,0.0048,0.1402,0.0437,-1.0000,0.0059,0.0499,0.0030,-1.0000,0.0335,0.0335,0.0019,-1.0000,0.3889,0.3913,0.0209,-1.0000,0.3409,B,OUTonly,b078-24,nosample,nosample,0.0881,0.2192,0.0840
2184,78,26,8,2008,8.07,Boussole,B0780901,43.369,7.894,9,200,1,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0025,0.0025,-1.0000,-1.0000,0.0000,B,OUTonly,removed,nosample,nosample,0.0000,0.0000,0.0000
2185,78,26,8,2008,8.07,Boussole,B0780902,43.369,7.894,9,150,2,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0026,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0050,0.0050,-1.0000,-1.0000,0.0033,B,OUTonly,removed,nosample,nosample,0.0000,0.0050,0.0000
2186,78,26,8,2008,8.07,Boussole,B0780903,43.369,7.894,9,80,3,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0017,0.0037,-1.0000,-1.0000,-1.0000,0.0042,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0114,0.0114,-1.0000,-1.0000,0.0111,B,OUTonly,removed,nosample,nosample,0.0000,0.0061,0.0053
2187,78,26,8,2008,8.07,Boussole,B0780904,43.369,7.894,9,69,4,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0021,0.0031,-1.0000,-1.0000,-1.0000,0.0040,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0127,0.0127,-1.0000,-1.0000,0.0102,B,OUTonly,removed,nosample,nosample,0.0000,0.0073,0.0054
2188,78,26,8,2008,8.07,Boussole,B0780905,43.369,7.894,9,59,5,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0048,0.0083,-1.0000,-1.0000,-1.0000,0.0072,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0300,0.0300,-1.0000,-1.0000,0.0225,B,OUTonly,b078-31,nosample,nosample,0.0000,0.0144,0.0156
2189,78,26,8,2008,8.07,Boussole,B0780906,43.369,7.894,9,50,6,-9,-9,1.52,0.0196,0.0156,-1.0000,-1.0000,0.0018,0.0130,-1.0000,0.0204,0.0529,-1.0000,-1.0000,-1.0000,0.0427,0.0055,0.0011,-1.0000,0.0027,-1.0000,-1.0000,0.0141,0.0141,-1.0000,-1.0000,0.1713,0.1732,0.0041,-1.0000,0.1715,B,OUTonly,b078-32,nosample,nosample,0.0167,0.0626,0.0938
2190,78,26,8,2008,8.07,Boussole,B0780908,43.369,7.894,9,30,8,-9,-9,1.52,0.1726,0.1763,-1.0000,-1.0000,0.0292,0.1882,0.0240,0.1453,0.1969,0.0419,0.0228,0.0055,0.5534,0.0546,0.0090,0.0074,0.0315,0.0041,-1.0000,0.1675,0.1675,0.0010,-1.0000,1.2697,1.2989,0.0401,0.0117,1.4983,B,OUTonly,b078-34,nosample,nosample,0.1701,0.6580,0.4707
2191,78,26,8,2008,8.07,Boussole,B0780909,43.369,7.894,9,20,9,-9,-9,1.52,0.0778,0.1012,-1.0000,-1.0000,0.0052,0.1183,0.0153,0.1008,0.0450,-1.0000,0.0102,0.0035,0.3260,0.0450,0.0030,0.0039,0.0438,0.0036,-1.0000,0.0548,0.0548,0.0015,-1.0000,0.7872,0.7924,0.0180,0.0072,0.7744,B,OUTonly,b078-35,nosample,nosample,0.0952,0.4616,0.2356
2192,78,26,8,2008,8.07,Boussole,B0780910,43.369,7.894,9,10,10,-9,-9,1.52,0.0230,0.0351,-1.0000,-1.0000,0.0052,0.0380,-1.0000,0.0395,0.0190,-1.0000,-1.0000,-1.0000,0.1131,0.0385,-1.0000,0.0061,0.0332,-1.0000,-1.0000,0.0158,0.0158,0.0012,-1.0000,0.3171,0.3223,0.0143,0.0040,0.2823,B,OUTonly,b078-36,nosample,nosample,0.0508,0.1797,0.0917
2193,78,26,8,2008,8.07,Boussole,B0780911,43.369,7.894,9,4,11,-9,-9,1.52,-1.0000,0.0101,-1.0000,-1.0000,0.0034,0.0132,-1.0000,0.0086,0.0093,-1.0000,-1.0000,0.0028,0.0307,0.0192,-1.0000,0.0034,0.0453,-1.0000,-1.0000,0.0104,0.0104,0.0021,-1.0000,0.1474,0.1508,0.0109,-1.0000,0.1232,B,OUTonly,b078-37,nosample,nosample,0.0605,0.0514,0.0388
2194,78,27,8,2008,9.70,Boussole,B0781001,43.36,7.896,10,200,1,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0023,0.0023,-1.0000,-1.0000,0.0000,B,OUTonly,removed,nosample,nosample,0.0000,0.0000,0.0000
2195,78,27,8,2008,9.70,Boussole,B0781002,43.36,7.896,10,150,2,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0031,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0048,0.0048,-1.0000,-1.0000,0.0039,B,OUTonly,removed,nosample,nosample,0.0000,0.0048,0.0000
2196,78,27,8,2008,9.70,Boussole,B0781003,43.36,7.896,10,80,3,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0020,0.0035,-1.0000,-1.0000,-1.0000,0.0038,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0117,0.0117,-1.0000,-1.0000,0.0105,B,OUTonly,removed,nosample,nosample,0.0000,0.0062,0.0055
2197,78,27,8,2008,9.70,Boussole,B0781004,43.36,7.896,10,69,4,-9,-9,1.52,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0050,0.0068,-1.0000,-1.0000,-1.0000,0.0069,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0216,0.0216,-1.0000,-1.0000,0.0201,B,OUTonly,b078-41,nosample,nosample,0.0000,0.0113,0.0103
2198,78,27,8,2008,9.70,Boussole,B0781005,43.36,7.896,10,59,5,-9,-9,1.52,0.0068,0.0039,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0091,0.0221,-1.0000,-1.0000,-1.0000,0.0214,0.0020,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0668,0.0668,-1.0000,-1.0000,0.0615,B,OUTonly,b078-42,nosample,nosample,0.0000,0.0330,0.0338
2199,78,27,8,2008,9.70,Boussole,B0781006,43.36,7.896,10,50,6,-9,-9,1.52,0.0267,0.0193,-1.0000,-1.0000,0.0017,0.0167,-1.0000,0.0186,0.0703,-1.0000,0.0024,0.0004,0.0625,0.0072,0.0028,-1.0000,0.0017,-1.0000,-1.0000,0.0060,0.0060,-1.0000,-1.0000,0.2062,0.2079,0.0055,0.0027,0.2178,B,OUTonly,b078-43,nosample,nosample,0.0072,0.0836,0.1171
2200,78,27,8,2008,9.70,Boussole,B0781007,43.36,7.896,10,39,7,-9,-9,1.52,0.1071,0.1268,-1.0000,-1.0000,0.0191,0.2176,0.0429,0.0559,0.2068,0.0730,0.0123,0.0037,0.2634,0.0400,0.0074,-1.0000,0.0184,-1.0000,-1.0000,0.2181,0.2181,0.0009,-1.0000,1.0160,1.0351,0.0357,0.0109,1.1930,B,OUTonly,b078-44,nosample,nosample,0.2048,0.3111,0.5192
